,WeekAct:2015-07-05,WeekAct:2015-07-12,WeekAct:2015-07-19,WeekAct:2015-07-26,WeekPred:2015-07-05,WeekPred:2015-07-12,WeekPred:2015-07-19,WeekPred:2015-07-26,Stores,Type
X679,53105,65544,49528,55409,51580.82063,63300.07896,54390.46891,60610.59043,679,HTS:COMB
X680,30676,33303,28189,32909,28423.41395,31796.74666,29716.0676,30756.76627,680,HTS:COMB
X681,20903,27117,24862,24582,21498.57274,22795.63449,22453.32163,22544.93125,681,HTS:COMB
X682,72826,86925,64976,74464,72108.14788,85814.24324,74450.35918,82256.29342,682,HTS:COMB
X683,40363,53847,37974,46813,43978.53967,55121.9267,46802.09599,52700.96339,683,HTS:COMB
X685,25196,33973,27660,39270,30102.44327,37986.9175,32216.33143,36439.36433,685,HTS:COMB
X686,32079,41685,28267,40365,30895.20501,40306.06035,33441.92749,38192.11543,686,HTS:COMB
X687,47945,59373,44611,52057,50846.99736,56343.40484,53288.61235,54986.86738,687,HTS:COMB
X688,18614,24690,16464,23395,17725.17585,23574.47729,19100.72046,22322.56135,688,HTS:COMB
X689,34509,46322,34002,38937,36884.63912,42914.73709,38960.73764,41863.83444,689,HTS:COMB
X690,27791,34914,27627,32013,29357.39083,35571.91617,31188.29716,33960.10436,690,HTS:COMB
X691,38943,58508,38944,46448,45770.24621,50021.25101,47610.00824,48978.18233,691,HTS:COMB
X692,35052,40842,27955,38031,29607.34705,43663.23425,34591.76084,40446.22798,692,HTS:COMB
X693,26818,47209,29059,45448,27643.27798,46357.40638,32372.49115,42822.25929,693,HTS:COMB
X695,23626,41430,25767,38029,27499.15327,35636.45209,29964.86549,33789.2044,695,HTS:COMB
X696,48698,60865,47483,55685,47132.75047,54218.90184,48610.47052,52033.0729,696,HTS:COMB
X697,56828,71547,50532,61360,56218.09741,70703.43415,62002.35277,67229.1935,697,HTS:COMB
X698,100638,108610,86717,85088,88269.05195,105578.9653,91373.32643,103376.0969,698,HTS:COMB
X699,41088,50699,40730,49923,47357.02929,47372.96573,47357.4438,47370.43495,699,HTS:COMB
X700,23915,31842,23434,28600,24887.39504,29922.79252,26132.47965,28224.73045,700,HTS:COMB
X703,15940,20790,15150,18504,17046.19578,20642.68812,17901.30777,19956.32632,703,HTS:COMB
X704,59708,74551,55174,58750,57739.58999,69786.28742,60692.102,66613.14414,704,HTS:COMB
X705,41292,53339,36154,48410,36612.68882,51902.12272,42548.34351,48270.78967,705,HTS:COMB
X707,46222,54378,41374,52272,44266.29321,54513.51557,46842.67466,52584.3034,707,HTS:COMB
X708,33579,38280,29639,34150,35336.18606,35306.10625,35361.58079,35299.73192,708,HTS:COMB
X709,57615,67793,53966,56309,49811.69934,63573.81864,52805.06466,61230.76332,709,HTS:COMB
X713,48306,62116,39049,51130,47576.1844,61553.15829,51022.11098,58955.69769,713,HTS:COMB
X714,26163,35354,27929,32808,27558.78263,33687.61038,29106.06379,31978.79521,714,HTS:COMB
X715,31213,43520,29002,42688,31771.06595,42062.90242,34295.71034,39781.27658,715,HTS:COMB
X717,24923,36815,21752,34723,24829.12888,36600.36146,28575.32987,34046.03346,717,HTS:COMB
X718,38923,50150,39011,44850,43198.42731,48127.39898,44247.0927,47301.35597,718,HTS:COMB
X720,38100,49142,36563,45639,36183.76597,46019.26051,39012.58206,43526.64415,720,HTS:COMB
X721,45113,52659,39105,41602,42939.8508,46094.73901,45272.93188,44928.59388,721,HTS:COMB
X722,42614,45701,41797,43878,53935.19428,57145.52454,56804.59919,57664.45815,722,HTS:COMB
X723,41558,54423,41631,53640,41506.97071,49104.1528,44989.62697,47218.49653,723,HTS:COMB
X724,38848,42408,34003,35609,39979.06743,43382.68062,40994.14973,42180.26125,724,HTS:COMB
X725,32969,40853,28949,33585,31361.6131,35482.50017,33436.41384,33440.47188,725,HTS:COMB
X726,57643,73684,51324,70152,57287.39262,67837.60351,64004.77953,64023.24685,726,HTS:COMB
X727,25054,30626,24842,29756,22485.55873,29060.87602,24271.08248,27604.96961,727,HTS:COMB
X728,29930,35545,28847,32516,27956.29715,33895.87857,29214.03932,32984.09128,728,HTS:COMB
X729,54427,71342,50648,64089,56617.26844,70442.18879,60469.44855,67403.3965,729,HTS:COMB
X730,38286,50310,34317,40555,39019.06015,46519.95023,41270.18154,44637.66004,730,HTS:COMB
X731,48679,61387,39232,51642,44831.59848,59657.72997,48643.29768,56825.2752,731,HTS:COMB
X732,57315,59475,60395,62618,48737.55084,56010.3716,48549.32213,51786.66618,732,HTS:COMB
X733,98699,102273,93957,91813,108538.1082,108766.4856,108649.309,108701.7144,733,HTS:COMB
X734,26562,35130,21377,31213,28316.4543,36540.31465,31276.4999,34645.54546,734,HTS:COMB
X735,26339,37129,24910,35568,27262.18919,35756.67169,29934.9171,33463.60536,735,HTS:COMB
X737,32141,41074,28515,38760,30096.8675,39406.59337,32337.94487,37704.54153,737,HTS:COMB
X738,47855,54452,42817,47075,48398.92428,55348.87183,50541.11032,53515.39732,738,HTS:COMB
X740,41758,51730,41525,47634,35866.1598,47469.34635,39954.50907,44821.36748,740,HTS:COMB
X741,42916,55829,44679,49080,42616.51306,52832.52795,46883.46314,50566.26975,741,HTS:COMB
X742,42300,53794,37666,48355,41217.35191,53128.47017,45699.4808,50332.9364,742,HTS:COMB
X743,19831,26199,17214,26046,19228.74556,25317.00916,20877.96757,24043.02346,743,HTS:COMB
X745,37777,50867,33075,50916,34242.82893,49220.57957,39693.3722,45753.38694,745,HTS:COMB
X746,35469,45899,32297,42912,35733.81981,42064.69649,37618.55778,41027.61507,746,HTS:COMB
X747,43789,52022,40232,50696,41938.75635,50068.6129,46495.67962,46456.74349,747,HTS:COMB
X748,28662,37934,26474,33854,27501.9514,36826.85575,30926.99842,34659.78322,748,HTS:COMB
X749,24405,30464,23435,29197,21749.87779,30814.68594,23903.73262,29172.30502,749,HTS:COMB
X751,20383,25415,19144,22405,21693.65431,26942.96691,22940.73818,25580.38713,751,HTS:COMB
X752,22920,34919,22900,35807,25661.61441,33967.61143,28250.1947,32134.82253,752,HTS:COMB
X753,41649,52941,38081,46553,46685.27876,52758.94921,49246.90238,51278.17211,753,HTS:COMB
X754,38892,46591,33405,45375,40372.4106,47589.46239,43211.31106,46348.27883,754,HTS:COMB
X755,63600,68600,55469,61761,58259.8751,66603.27484,60948.56874,64453.35408,755,HTS:COMB
X756,91322,110778,83124,100050,92548.74625,106426.6902,95642.77204,101922.3865,756,HTS:COMB
X757,36224,46440,35664,44579,35867.48079,43508.75305,37594.15581,41909.26821,757,HTS:COMB
X758,26897,33394,26425,31070,25822.40916,29457.57529,26967.04763,28569.61104,758,HTS:COMB
X759,36464,47280,32068,49729,36936.62233,45726.96546,40441.56971,43619.57153,759,HTS:COMB
X760,49171,51444,47553,40919,43964.03169,43967.06607,43964.11061,43966.5842,760,HTS:COMB
X761,49308,61681,41801,52005,44782.88179,58576.24054,50286.09863,55268.70522,761,HTS:COMB
X762,21340,29857,21214,29949,23274.00834,24730.8376,24725.86728,24730.31545,762,HTS:COMB
X763,33663,41164,31027,38359,32581.24079,37653.90226,35640.36888,35645.42825,763,HTS:COMB
X764,21812,25807,21200,26597,21976.48199,23582.20988,23160.60469,23272.42597,764,HTS:COMB
X765,44714,56254,46372,56919,46020.70119,54380.84718,48461.56594,52054.44018,765,HTS:COMB
X767,32117,43142,31067,36704,30322.70238,37686.16524,35029.27973,35033.04422,767,HTS:COMB
X768,71529,93392,60946,82102,63969.42462,86991.52579,70606.07066,81775.99135,768,HTS:COMB
X769,78653,92098,77607,70462,88933.23053,90802.57658,86603.41235,90387.14822,769,HTS:COMB
X770,23158,33661,21968,32928,29668.97142,33783.38978,32382.41967,34396.11849,770,HTS:COMB
X772,22418,27057,21305,23308,22492.65816,25596.6027,23297.73212,25180.40959,772,HTS:COMB
X773,28635,31997,27783,30832,27669.40477,30579.10202,27801.21912,29364.02344,773,HTS:COMB
X774,29749,35037,27525,29129,29108.74445,34559.98073,30793.03674,32871.24602,774,HTS:COMB
X776,22709,34840,23428,28939,26083.20044,30042.19998,27266.62885,29165.16404,776,HTS:COMB
X777,23222,28252,23254,27989,23531.0377,28923.07707,25195.82896,27595.94079,777,HTS:COMB
X779,36843,46559,33633,44402,37507.94331,43221.94116,41313.58161,41321.95761,779,HTS:COMB
X780,34110,43327,29938,42223,33506.13891,41048.04281,36633.00191,38476.45938,780,HTS:COMB
X781,25003,29089,21545,28725,24841.13307,31535.39991,26521.02185,30148.8335,781,HTS:COMB
X782,31012,35545,29187,33301,27124.14244,34966.44372,29924.19927,33477.38316,782,HTS:COMB
X783,39612,46155,36013,40732,37816.0434,43404.5076,40148.11436,41604.21917,783,HTS:COMB
X784,32809,43505,30980,40854,34142.85423,45151.62817,36749.30489,43161.60832,784,HTS:COMB
X785,35257,48095,34335,50355,38547.45789,46553.50994,41580.68264,44669.47003,785,HTS:COMB
X786,17152,23200,12543,19507,18264.18853,22670.32099,19216.82879,21923.46331,786,HTS:COMB
X787,58263,66313,50748,61622,55482.45022,66268.99653,58423.58226,63717.62425,787,HTS:COMB
X788,101915,121037,89204,92820,94314.63876,112412.0788,98734.52034,109070.1015,788,HTS:COMB
X789,22531,23383,23858,22008,21599.4605,21599.86033,21599.47089,21599.79684,789,HTS:COMB
X790,39968,51438,39850,43706,38762.69232,47078.51105,40746.32594,45027.9309,790,HTS:COMB
X791,43470,56520,39272,52676,44994.48055,55561.69267,49444.3845,52985.81507,791,HTS:COMB
X792,33800,47693,31029,44837,36149.43988,47236.91282,39817.92636,44781.80875,792,HTS:COMB
X793,21980,34906,21115,31750,23221.70858,33932.5093,26149.34627,31793.85848,793,HTS:COMB
X794,20208,19738,18784,17505,20033.12707,20061.66619,20092.09572,20119.93286,794,HTS:COMB
X795,20178,30379,18344,28418,21214.92646,29725.07129,24199.80858,27787.00186,795,HTS:COMB
X796,38703,49125,36705,48516,39562.28618,48072.71941,42207.72067,46071.40391,796,HTS:COMB
X798,39551,50127,33749,45645,36660.0705,48480.65927,39788.14221,45774.82721,798,HTS:COMB
X799,54492,61497,49549,55674,54747.65689,60102.40374,57489.64844,58765.27394,799,HTS:COMB
X800,24254,32550,22858,28657,23968.38817,29530.15656,26125.86139,28209.62713,800,HTS:COMB
X801,28019,36456,30403,38405,24099.01308,34168.71542,27197.11442,31379.84958,801,HTS:COMB
X802,35657,49271,33359,44657,34229.75712,43951.021,36921.70773,41787.57677,802,HTS:COMB
X803,30681,40242,27511,34929,30400.05286,38016.7547,31634.51182,36980.84529,803,HTS:COMB
X807,55817,63350,54863,55048,51364.29286,62788.57105,54068.70895,60723.94757,807,HTS:COMB
X808,42731,48961,37363,49486,40400.83419,45493.24215,43046.82986,44222.77368,808,HTS:COMB
X809,45014,66600,43138,56693,41901.01274,62358.83227,49109.98566,57689.84569,809,HTS:COMB
X810,32352,38513,31219,33477,30232.98131,37332.84163,32357.32006,35628.70181,810,HTS:COMB
X811,23883,26107,22524,24777,23219.18806,25798.55195,24058.90846,24060.1448,811,HTS:COMB
X812,34964,41711,31151,38508,31686.53737,39998.15129,34984.83349,38008.80081,812,HTS:COMB
X813,33965,38421,32967,37134,31976.04182,34612.98846,33477.7217,33479.9365,813,HTS:COMB
X814,47703,58040,41328,52619,43184.87853,53725.54883,46547.96961,51174.45423,814,HTS:COMB
X816,27070,29147,22014,26042,26488.0768,29452.26871,28255.4985,28734.12524,816,HTS:COMB
X817,118167,135968,110153,114006,115998.662,126928.5573,118243.3572,122609.8699,817,HTS:COMB
X818,31625,40098,28909,35122,31868.28951,42588.74405,35815.04327,40094.92043,818,HTS:COMB
X819,33239,41454,28851,33564,32122.46619,37807.67102,34042.90975,36423.7483,819,HTS:COMB
X821,35883,45602,34983,41577,33419.59866,44176.33382,38333.58494,41507.41317,821,HTS:COMB
X822,38216,53157,35723,49754,38968.35654,49022.58093,42153.44959,46988.62771,822,HTS:COMB
X823,31187,42585,28823,35515,32884.50706,38673.38591,34285.47819,36976.36919,823,HTS:COMB
X824,41900,51696,35745,41361,39675.45851,47262.31702,41630.93393,44860.30912,824,HTS:COMB
X826,47108,55432,42757,49293,48575.71566,56003.35791,50577.09613,53878.50946,826,HTS:COMB
X827,97438,99713,92937,81729,83159.18654,93896.51624,84884.4981,90259.67689,827,HTS:COMB
X828,28084,33979,24538,33974,27675.46542,33254.99071,29344.236,32075.22856,828,HTS:COMB
X829,29634,39209,29165,36912,30391.81171,35960.05827,32498.24126,35021.90697,829,HTS:COMB
X830,33962,40247,30549,41914,32412.65299,41068.95917,35130.84979,39007.94439,830,HTS:COMB
X831,62518,81359,56347,76084,65356.86555,78080.65987,70909.65405,74951.81494,831,HTS:COMB
X832,36121,42739,33588,43775,32328.06492,41992.17574,35034.58576,39918.93241,832,HTS:COMB
X833,27387,36803,26507,33541,27689.61823,35017.18929,29672.69306,33491.98647,833,HTS:COMB
X834,32039,41215,28875,35005,27455.28656,39373.23447,30372.13108,36905.33973,834,HTS:COMB
X835,26451,36201,25874,32295,29199.78987,33158.15731,31685.01982,32234.42994,835,HTS:COMB
X836,32638,41183,31599,37436,28737.62894,39585.62736,32676.0403,37077.00588,836,HTS:COMB
X837,22708,24703,21044,23390,26117.73792,25600.7968,25580.65318,25661.77435,837,HTS:COMB
X838,45654,54995,42302,48552,45554.36633,54388.76769,49178.8138,52251.52924,838,HTS:COMB
X839,18612,26311,17240,24720,19276.70993,25245.65162,21350.11643,23891.97938,839,HTS:COMB
X840,32871,40338,33756,40422,39848.1216,43562.18227,41882.62244,43162.79188,840,HTS:COMB
X841,13504,17488,12902,15720,15337.51753,17402.09754,16345.81986,17306.7812,841,HTS:COMB
X843,52980,67719,46940,52336,45488.40524,61295.7593,48595.89437,57043.76395,843,HTS:COMB
X844,20023,27373,17319,26517,19531.08788,27356.54851,22074.45958,25639.72603,844,HTS:COMB
X845,28979,34062,28253,28245,27522.16149,30200.13055,28732.68583,29536.95831,845,HTS:COMB
X846,44542,60680,43295,57429,46658.14199,58830.37308,49728.11601,56067.38784,846,HTS:COMB
X847,34576,41750,31592,41782,38225.1667,43055.75039,39915.38427,41843.22278,847,HTS:COMB
X848,31906,47469,36261,49599,35170.55774,42351.21109,35114.56488,43083.19578,848,HTS:COMB
X849,43402,55879,43697,51642,44396.5554,52804.15802,46664.18534,50860.15229,849,HTS:COMB
X850,29930,42690,27838,37325,30596.29481,41092.77207,33769.91372,40176.93277,850,HTS:COMB
X852,20346,30940,22308,27856,24956.8793,27379.05144,26749.51278,26736.37522,852,HTS:COMB
X853,51367,65606,51090,63215,48739.11926,59785.16455,51401.20157,57056.42914,853,HTS:COMB
X854,32564,40380,30206,32550,35967.94761,39373.1747,37175.56697,38861.29993,854,HTS:COMB
X855,30880,40793,30580,43141,29971.31767,37858.77742,31815.93657,36445.24572,855,HTS:COMB
X856,39806,49948,36639,42755,35485.915,46197.67273,37917.37717,44317.77134,856,HTS:COMB
X857,42815,53711,46197,49943,42676.12015,51945.21333,44766.43674,49506.47377,857,HTS:COMB
X860,36229,43649,32471,39566,32436.35995,41192.73212,34309.06289,39066.68293,860,HTS:COMB
X861,20812,24945,21654,24527,23517.32329,23598.73441,23694.922,23770.84615,861,HTS:COMB
X862,45439,57443,41714,50083,47158.6539,52340.80059,49904.10876,49911.29149,862,HTS:COMB
X863,52460,61712,51265,58540,47571.01023,56613.50051,49070.16949,53217.0304,863,HTS:COMB
X864,23771,29182,21955,30346,22046.29455,26670.97283,22853.3382,26004.59007,864,HTS:COMB
X865,41878,50579,41712,43209,45104.38049,50499.4774,47330.1929,49192.14246,865,HTS:COMB
X866,35533,46947,37567,44820,36818.21671,44135.16354,39066.72358,42605.87519,866,HTS:COMB
X867,29598,35924,29982,35493,27265.40651,31198.07942,27764.63736,29469.10453,867,HTS:COMB
X868,51929,62687,54642,55686,48254.61785,61441.66854,51458.8007,58438.15781,868,HTS:COMB
X869,25314,41105,26937,38346,30310.02543,37653.33042,32625.82362,36020.33575,869,HTS:COMB
X870,39021,45332,37717,37530,39721.30254,39726.69133,39721.4427,39725.83557,870,HTS:COMB
X871,34790,46477,37960,41467,37802.92006,43370.30569,39424.89352,41859.24349,871,HTS:COMB
X872,38872,46852,35736,42893,42059.80287,48863.43685,43902.56636,47093.91801,872,HTS:COMB
X873,22191,22538,18068,20126,20761.55887,23345.02009,22245.55007,22246.57287,873,HTS:COMB
X874,26558,31099,26713,27124,25452.06156,31077.54042,27785.95509,29711.95666,874,HTS:COMB
X875,23606,32893,24169,29932,24743.17495,32473.58816,27265.03615,30727.09965,875,HTS:COMB
X876,100142,24633,0,0,40583.4613,64530.8248,45632.91759,58881.22468,876,HTS:COMB
X877,38021,45161,35952,39501,36231.79879,39156.65989,38572.05333,38247.08788,877,HTS:COMB
X878,44159,54369,39671,53011,42893.25511,56875.27868,46291.0104,53808.06001,878,HTS:COMB
X880,42949,52717,43132,53771,41676.96734,48781.3996,43494.98405,46781.16246,880,HTS:COMB
X881,19946,26970,18059,27434,20209.14335,27480.29083,21972.23814,26144.48431,881,HTS:COMB
X882,33766,39875,31170,34458,35368.91578,38367.9164,35960.87154,37892.17497,882,HTS:COMB
X883,23527,29055,22653,25232,26760.7886,28517.49411,27665.47663,27667.02811,883,HTS:COMB
X885,31552,36146,29454,30873,34518.87864,37576.88162,35378.22983,36742.91784,885,HTS:COMB
X886,37035,44282,31102,38148,35326.74395,42684.90643,37160.72388,40709.68141,886,HTS:COMB
X887,35384,48357,34102,43545,34685.4417,43054.39144,36655.31414,41546.88929,887,HTS:COMB
X888,48759,60819,43689,51178,45553.80377,55855.36142,48900.23698,54693.05835,888,HTS:COMB
X889,21531,27447,18918,27372,21130.79997,26485.68713,22301.6023,25300.72757,889,HTS:COMB
X891,40269,46875,37639,45522,43372.25197,48111.94171,44455.30086,47275.83994,891,HTS:COMB
X892,38758,49481,34333,46493,37267.41708,49191.84052,40473.09996,46608.55954,892,HTS:COMB
X894,41585,57772,37588,52458,39362.61135,54336.27766,44719.27397,50895.64679,894,HTS:COMB
X895,54965,66624,56963,63706,52037.30104,60248.47524,54480.69639,58050.44561,895,HTS:COMB
X896,41988,47758,38971,40577,39331.38979,42819.7137,40338.99987,40342.89498,896,HTS:COMB
X897,16539,22041,17529,19425,18777.46711,19522.66888,19401.78111,19555.60637,897,HTS:COMB
X898,36546,47060,29456,43962,35105.29851,39181.04653,38364.05333,38370.49579,898,HTS:COMB
X899,26651,32327,23175,32410,26709.20913,33103.53336,28922.94836,31656.06329,899,HTS:COMB
X901,37543,50851,34261,39550,37491.94534,45091.04487,42131.82583,42136.8856,901,HTS:COMB
X905,35908,42229,30857,37784,36691.50036,44172.76147,38368.86791,42466.23143,905,HTS:COMB
X906,55575,69368,58606,63713,50850.38544,65922.48657,54328.71317,64083.34404,906,HTS:COMB
X907,37592,42609,34028,38114,38577.66739,41437.39719,39509.89363,40663.51029,907,HTS:COMB
X908,17714,27261,20036,26779,19714.95111,28058.67458,22115.38115,26348.68811,908,HTS:COMB
X910,30830,39585,27008,37340,28910.37643,39115.21649,31051.49376,37039.00387,910,HTS:COMB
X911,53625,68968,48170,56945,52532.47704,60948.83103,57555.23495,57563.71557,911,HTS:COMB
X912,32179,40750,31530,33343,32231.63082,34439.24255,33843.93723,33622.30268,912,HTS:COMB
X913,41694,61964,42856,58462,43513.75913,56879.0945,47041.89443,54216.60568,913,HTS:COMB
X914,50205,65593,46981,54204,51240.09779,57781.55809,55379.81607,55335.28475,914,HTS:COMB
X916,27895,37134,30819,31133,28559.06439,34679.71132,30083.76444,33085.45882,916,HTS:COMB
X917,33143,40890,30131,39349,33801.54984,42694.11139,36345.03221,40563.74066,917,HTS:COMB
X918,30324,34634,26194,31609,28887.90771,30946.89689,30389.80775,30485.16318,918,HTS:COMB
X921,50532,51821,40350,45573,48644.34509,56446.72176,50805.17344,54883.78558,921,HTS:COMB
X922,38500,47731,36071,40159,40373.33783,47954.92846,42044.98929,46011.24295,922,HTS:COMB
X923,30666,34408,28128,27828,29324.48399,32540.81255,30158.68331,31530.05539,923,HTS:COMB
X924,22617,27410,20882,26198,23069.3622,31074.13457,25162.76112,29319.53804,924,HTS:COMB
X925,37800,46331,41690,43853,39414.65064,41953.93471,39797.25654,40511.78014,925,HTS:COMB
X926,33240,45172,35418,47880,39988.21871,47464.48542,42768.45031,45718.09704,926,HTS:COMB
X927,32089,42860,30867,37032,32991.45517,40983.42444,35202.83105,39383.43299,927,HTS:COMB
X928,38081,53444,34781,54000,42933.1046,50991.88178,45951.13575,49104.05931,928,HTS:COMB
X929,31989,39537,29559,34970,30349.90646,36617.82722,32495.87149,34738.54357,929,HTS:COMB
X930,37042,42639,32821,39151,38292.49464,44894.4907,39615.00042,43001.18189,930,HTS:COMB
X931,28696,33810,33482,33959,27082.1713,32112.99449,27609.07313,29832.96162,931,HTS:COMB
X933,41466,46946,37257,46588,39322.26859,44980.1621,42444.64073,42450.28472,933,HTS:COMB
X934,35104,42837,33458,38626,33561.48373,43497.12759,36254.23032,41203.45603,934,HTS:COMB
X935,31933,41589,28498,36829,30536.10939,37200.04243,32163.54846,34992.81009,935,HTS:COMB
X936,34522,42216,32924,37805,36822.64761,41881.08725,38271.11136,40805.90106,936,HTS:COMB
X937,37069,53556,38041,43428,40663.0738,53314.89168,45763.12937,51731.48833,937,HTS:COMB
X938,51182,61708,53004,57148,47723.30076,60001.60986,51203.90495,57181.76628,938,HTS:COMB
X939,30354,39098,28189,34237,29930.1598,38103.44007,32105.8073,36397.95875,939,HTS:COMB
X940,43646,49999,37108,46107,40466.51322,47349.61664,42819.23296,45594.5908,940,HTS:COMB
X942,31430,44712,34122,40338,32466.38062,40094.35663,35447.72862,38278.30425,942,HTS:COMB
X943,38413,48850,37828,38659,39453.54502,43835.81416,41288.16456,42168.32506,943,HTS:COMB
X944,37139,44121,38335,46656,43631.27473,47849.44125,46295.17754,46249.33459,944,HTS:COMB
X945,23829,29008,21868,24419,24101.34849,27163.27385,25508.6455,25510.2799,945,HTS:COMB
X946,22236,28842,21695,26462,20307.65567,27500.65383,22012.26162,25977.73141,946,HTS:COMB
X947,38961,49578,39962,46728,45306.0333,49347.74289,47162.83499,48678.28972,947,HTS:COMB
X948,57562,60456,58082,54289,62365.21797,60145.8537,60285.80157,60508.45848,948,HTS:COMB
X949,27719,39093,23355,34263,24652.42118,35665.47986,27883.64946,33382.09265,949,HTS:COMB
X950,28551,38671,30765,40980,27528.40416,37380.8565,29763.40103,35422.07743,950,HTS:COMB
X951,39726,53344,36304,45191,40797.51043,53173.33625,45611.6889,50231.93281,951,HTS:COMB
X953,28277,36408,26335,34019,27508.9164,32884.77647,30888.80806,30891.6439,953,HTS:COMB
X954,34600,43136,29306,38908,33740.99655,45549.67398,36660.17314,43113.9991,954,HTS:COMB
X955,25429,33568,24131,30147,28143.79622,33463.02621,30042.53039,32408.03993,955,HTS:COMB
X956,17016,19146,13603,19440,17330.89781,20506.06322,18075.51382,19935.8657,956,HTS:COMB
X957,42157,51388,36864,50705,42353.01064,52183.08806,46272.2885,49826.60928,957,HTS:COMB
X958,20785,23758,20095,20161,21221.45932,24796.44711,22231.25877,24071.80531,958,HTS:COMB
X959,38372,47497,36011,43660,33667.58906,46506.37669,36875.8508,44099.53298,959,HTS:COMB
X960,34466,48780,37825,46499,34184.63541,44620.41112,36815.01818,42496.02333,960,HTS:COMB
X961,33249,42594,31448,37586,34440.06344,40173.87674,36339.40733,38666.1682,961,HTS:COMB
X962,31636,44168,29059,40013,36954.58233,41317.95389,39597.76966,40258.35603,962,HTS:COMB
X963,56397,76059,50494,76620,52097.84492,69133.28311,57742.99975,65058.43273,963,HTS:COMB
X964,45513,58986,46253,59148,52440.87519,57801.25385,54589.71135,56925.79697,964,HTS:COMB
X965,40707,55196,41450,51140,43865.56384,49989.03692,49207.62217,49217.70252,965,HTS:COMB
X966,25695,30089,22866,26360,26518.24548,30093.53201,27537.78237,29364.62908,966,HTS:COMB
X967,43135,51056,37021,46384,40306.86365,51118.4858,42888.57331,48016.89055,967,HTS:COMB
X968,42472,45408,36932,41760,39306.79714,45470.99617,42200.60954,43932.71896,968,HTS:COMB
X969,19326,25961,21525,25743,22277.9462,25151.68551,22910.45458,23659.42707,969,HTS:COMB
X970,15184,18885,13916,14986,17387.7903,19543.29623,18430.14515,19251.84834,970,HTS:COMB
X971,46685,60944,42600,55347,41574.45741,52002.12895,43449.08396,50475.14986,971,HTS:COMB
X972,16789,22059,15511,22247,16739.44945,21482.07579,17734.57469,19857.75083,972,HTS:COMB
X973,35442,44198,32268,40703,37688.12754,48855.93061,40877.93697,46938.30812,973,HTS:COMB
X975,37373,49501,35205,44145,42329.7833,46492.37795,44696.47295,44701.51386,975,HTS:COMB
X976,35079,45446,31984,41577,34172.63397,44945.03976,37186.20182,42663.26201,976,HTS:COMB
X978,41246,47088,34483,43350,38490.17457,47347.62276,42582.92465,45141.63238,978,HTS:COMB
X979,34540,42113,31103,39903,32226.45565,44238.93121,35935.16669,41675.00229,979,HTS:COMB
X980,29150,40928,30861,39215,40028.72121,41240.37519,40468.4164,40960.15124,980,HTS:COMB
X981,37632,46876,34297,45323,38681.51589,43857.92561,42353.94896,42362.37237,981,HTS:COMB
X982,44380,56663,40741,52717,44801.81544,51916.91641,47664.41994,50333.18293,982,HTS:COMB
X983,41622,56448,37790,52363,43967.45132,55028.55816,47148.25231,52532.99342,983,HTS:COMB
X984,27683,40486,28984,42697,32343.91109,40333.95503,34646.67852,38520.74874,984,HTS:COMB
X985,43189,59761,43891,54618,45844.12684,49790.96016,48356.70619,48320.53018,985,HTS:COMB
X986,25611,31532,22249,29221,26215.67031,34908.11057,28240.35919,33354.33939,986,HTS:COMB
X987,35317,43333,31743,40874,34438.28621,42883.84186,38261.51736,40788.53552,987,HTS:COMB
X988,31268,31585,26649,25210,28079.06364,29284.48878,27325.65787,27327.31408,988,HTS:COMB
X990,33651,43621,31595,39014,31383.46679,41793.09344,34302.24255,39439.85114,990,HTS:COMB
X991,31702,37137,29633,30926,31711.64092,36678.51968,33100.61001,35005.7392,991,HTS:COMB
X992,26961,34347,22305,29229,30463.6179,35213.00502,31769.48735,34252.49938,992,HTS:COMB
X993,39711,51500,36527,48755,39569.04511,47873.1426,41748.03336,45796.31556,993,HTS:COMB
X994,20769,35077,21664,32588,24599.0213,32368.70438,26971.16799,30720.62407,994,HTS:COMB
X995,54124,61762,45761,54777,51661.27774,60137.69162,54239.91964,58165.5987,995,HTS:COMB
X996,34608,47877,33637,47301,38811.42159,43565.38625,41480.00807,42383.18923,996,HTS:COMB
X997,24643,34030,24144,33383,25135.18257,32682.35334,27412.46922,31289.45618,997,HTS:COMB
X998,23700,29584,24574,27770,22495.18212,28376.62774,23954.81461,26866.15039,998,HTS:COMB
X999,47471,64022,40376,59430,45647.76919,57018.52779,53178.0759,53195.4861,999,HTS:COMB
X1001,30973,38298,25991,37422,27966.25877,38254.08179,31675.483,35881.34823,1001,HTS:COMB
X1002,38160,48452,33262,36482,32726.54978,42750.3972,36167.0247,40490.67717,1002,HTS:COMB
X1003,29649,40927,31281,46344,35532.52581,46826.53306,39142.35397,44370.11213,1003,HTS:COMB
X1005,34256,39400,31373,35256,33068.83725,38288.32623,34443.71663,36968.10473,1005,HTS:COMB
X1006,37007,43925,34587,45041,34485.42525,42911.76658,36756.12107,41135.48384,1006,HTS:COMB
X1007,37275,52012,34127,47748,36559.64896,47246.19615,39316.36295,44906.10905,1007,HTS:COMB
X1008,28900,40983,28246,35150,27297.18574,35929.96045,29526.35819,34131.87466,1008,HTS:COMB
X1010,48891,62381,47965,65249,49335.143,57933.77914,52107.08444,55900.8938,1010,HTS:COMB
X1011,34782,47373,35342,45855,39559.80954,43934.68693,41461.13153,43129.77786,1011,HTS:COMB
