,WeekAct:2015-07-05,WeekAct:2015-07-12,WeekAct:2015-07-19,WeekAct:2015-07-26,WeekPred:2015-07-05,WeekPred:2015-07-12,WeekPred:2015-07-19,WeekPred:2015-07-26,Stores,Type,WeekPred:2015-07-05,WeekPred:2015-07-12,WeekPred:2015-07-19,WeekPred:2015-07-26,Stores,Type,WeekPred:2015-07-05,WeekPred:2015-07-12,WeekPred:2015-07-19,WeekPred:2015-07-26,Stores,Type
X544,67475,90567,64455,82858,64434.34927,84216.46952,70858.71401,79753.59438,544,tdfp_arima,68419.51749,84302.8706,75358.16098,80395.37382,544,tdfp_arima,68394.0593,84301.3299,75333.32489,80390.03491,544,tdfp_arima
X545,53350,74017,50062,68137,47237.59873,73847.49736,54836.08846,68018.18948,545,tdfp_arima,50159.17363,73923.26049,58318.11711,68565.53378,545,tdfp_arima,50145.65741,73922.44251,58304.93117,68562.69926,545,tdfp_arima
X546,91254,96360,82389,71901,70824.45216,90746.95023,74177.86528,86376.85723,546,tdfp_arima,75204.8387,90840.05119,78888.07455,87071.93425,546,tdfp_arima,75194.16646,90839.40532,78877.66309,87069.69614,546,tdfp_arima
X548,27033,34405,23699,27638,27084.26204,33461.37678,26371.84509,32922.02751,548,tdfp_arima,28175.08221,33213.02701,27689.62794,32807.49064,548,tdfp_arima,28169.59165,33214.39081,27683.36698,32808.05343,548,tdfp_arima
X549,27470,30855,24980,25891,25271.91677,30125.94457,26120.09037,28920.4687,549,tdfp_arima,26834.94706,30156.852,27778.68612,29153.19253,549,tdfp_arima,26833.1819,30156.74517,27776.96409,29152.82235,549,tdfp_arima
X550,25380,35475,27763,31160,36499.83744,39658.81163,38769.1099,41465.35828,550,tdfp_arima,37969.87043,39364.4646,40706.37549,41321.09886,550,tdfp_arima,37966.87705,39365.20813,40702.96209,41321.40569,550,tdfp_arima
X551,37297,44075,31969,37715,32317.40674,40717.99101,31683.93068,43446.90073,551,tdfp_arima,34316.19006,40759.76524,33695.8239,43796.51918,551,tdfp_arima,34312.72726,40759.55568,33692.44572,43795.79298,551,tdfp_arima
X552,33500,55152,36824,51850,31912.21582,52570.18904,36714.58716,48494.81898,552,tdfp_arima,33885.93868,52624.12292,39045.92129,48885.05816,552,tdfp_arima,33875.94522,52623.51812,39036.17203,48882.96241,552,tdfp_arima
X553,38441,48610,42315,43572,39367.87212,43165.71962,41540.18462,41431.95287,553,tdfp_arima,40548.31827,45164.64129,41804.25005,43795.66236,553,tdfp_arima,40545.24756,45154.40233,41807.2311,43783.90435,553,tdfp_arima
X554,31797,35685,31918,30937,28918.40712,30774.38849,30218.53243,29432.07606,554,tdfp_arima,29785.52593,32199.49138,30410.62762,31111.18778,554,tdfp_arima,29784.36949,32195.63534,30411.7503,31106.75966,554,tdfp_arima
X556,37245,48358,34244,42886,35012.20753,47189.40557,38518.89228,44525.14066,556,tdfp_arima,36422.32615,46839.1666,40443.65468,44370.23615,556,tdfp_arima,36417.85594,46840.27695,40438.55722,44370.69436,556,tdfp_arima
X557,21092,27182,17839,25243,21472.37796,27229.79326,22679.52265,26079.63179,557,tdfp_arima,22800.41246,27257.7294,24119.64629,26289.49533,557,tdfp_arima,22797.21715,27257.53603,24116.52906,26288.82523,557,tdfp_arima
X558,17833,22948,17304,19492,14850.98156,20390.18871,15744.94947,19483.98348,558,tdfp_arima,15769.49257,20411.10783,16744.73568,19640.77165,558,tdfp_arima,15768.57897,20411.05254,16743.8444,19640.58006,558,tdfp_arima
X559,30401,38522,27744,40742,26467.80112,38380.64695,30039.27964,35733.3902,559,tdfp_arima,27533.79329,38095.78644,31540.32166,35609.0725,559,tdfp_arima,27529.79943,38096.77848,31535.76739,35609.48188,559,tdfp_arima
X560,78283,102403,73752,83200,78394.95698,88152.23441,83406.272,83176.48804,560,tdfp_arima,80745.63078,92234.39528,83936.47458,87921.73998,560,tdfp_arima,80713.35699,92126.78177,83967.80597,87798.16094,560,tdfp_arima
X561,37192,44786,35376,42382,33340.10377,44283.18619,35486.17968,42029.56666,561,tdfp_arima,34682.87832,43954.51713,37259.39953,41883.34435,561,tdfp_arima,34678.61665,43955.57569,37254.53988,41883.78118,561,tdfp_arima
X562,116764,126637,114281,114498,114022.1846,128752.7736,118729.3331,125921.3776,562,tdfp_arima,119845.6974,128382.3617,123693.6143,126912.7818,562,tdfp_arima,119441.2752,128430.083,123509.3484,126832.2684,562,tdfp_arima
X563,23742,27719,20633,24678,27328.5467,32216.26812,29067.07233,31921.4026,563,tdfp_arima,29018.77648,32249.32009,30912.79805,32178.27504,563,tdfp_arima,29015.28881,32249.10902,30909.3956,32177.54363,563,tdfp_arima
X564,32017,39352,29343,31698,30695.10324,38748.14734,33242.36363,36969.97984,564,tdfp_arima,31931.35024,38460.55924,34903.46154,36841.36,564,tdfp_arima,31928.77786,38461.19819,34900.52821,36841.62367,564,tdfp_arima
X565,33304,41858,31654,39541,32663.82377,43476.02092,35041.00575,41244.07908,565,tdfp_arima,34684.03247,43520.62473,37266.06938,41575.97135,565,tdfp_arima,34678.5944,43520.29562,37260.7642,41574.83092,565,tdfp_arima
X566,29246,37009,26124,30428,26479.09616,36400.80845,28373.03993,34472.16439,566,tdfp_arima,28116.78869,36438.15351,30174.69539,34749.56288,566,tdfp_arima,28114.64522,36438.02379,30172.6043,34749.11337,566,tdfp_arima
X567,24852,32553,23633,32879,26549.80795,30766.26224,29101.08851,29353.13306,567,tdfp_arima,27345.90429,32190.98883,29286.08026,31027.74105,567,tdfp_arima,27343.39588,32182.62482,29288.51542,31018.13616,567,tdfp_arima
X568,28753,33531,29271,31374,27460.50995,33519.34657,28523.66584,32191.66797,568,tdfp_arima,28566.48353,33270.56654,29948.97369,32079.67204,568,tdfp_arima,28564.74196,33270.99913,29946.98775,32079.85056,568,tdfp_arima
X569,26499,27318,24607,23373,23101.53185,27413.6504,23557.33087,26855.01171,569,tdfp_arima,24530.32707,27441.77517,25053.19434,27071.11475,569,tdfp_arima,24529.37178,27441.71736,25052.26239,27070.91441,569,tdfp_arima
X570,20027,26098,18319,24020,20372.70847,26414.12393,22199.8564,25075.3171,570,tdfp_arima,21632.73005,26441.22325,23609.52179,25277.09889,570,tdfp_arima,21629.44084,26441.02419,23606.31295,25276.4091,570,tdfp_arima
X572,36956,44491,32218,40244,32801.79748,43209.59215,36092.07486,40882.11441,572,tdfp_arima,34122.8917,42888.89128,37895.57087,40739.88412,572,tdfp_arima,34117.92906,42890.12396,37889.91189,40740.3928,572,tdfp_arima
X574,47423,63814,47719,59919,41555.66631,58445.73822,44306.65043,54925.75393,574,tdfp_arima,43229.3231,58011.95493,46520.62309,54734.66533,574,tdfp_arima,43222.22211,58013.71875,46512.52573,54735.3932,574,tdfp_arima
X576,34418,47444,29138,39951,32699.18636,44977.24401,36205.41548,41970.36606,576,tdfp_arima,33679.67189,47060.0539,36435.56849,44364.79225,576,tdfp_arima,33672.49553,47036.12511,36442.53529,44337.31338,576,tdfp_arima
X577,26844,34318,24924,27936,23884.70481,30746.22037,27121.70601,28613.64836,577,tdfp_arima,25361.93811,30777.76416,28843.9032,28843.9032,577,tdfp_arima,25359.32394,30777.60595,28841.3529,28843.35497,577,tdfp_arima
X578,67448,79549,68182,75517,54238.19634,71762.37308,54614.49631,66241.12493,578,tdfp_arima,56422.64274,71229.75396,57343.5449,66010.66977,578,tdfp_arima,56416.49055,71231.2821,57336.52948,66011.30038,578,tdfp_arima
X579,40732,53124,37679,45458,41380.75703,49187.27051,45676.21372,46719.87697,579,tdfp_arima,42621.55957,51465.03865,45966.57134,49385.26465,579,tdfp_arima,42615.2006,51443.83533,45972.74463,49360.91561,579,tdfp_arima
X580,57271,63578,52231,50890,54562.87953,60838.84892,56460.46584,59221.50916,580,tdfp_arima,57937.5121,60901.26595,60045.64059,59698.06633,580,tdfp_arima,57924.35026,60900.46941,60032.80037,59695.30612,580,tdfp_arima
X581,23681,36837,22905,35039,24589.40367,34040.53827,27023.82804,32056.0314,581,tdfp_arima,26110.22154,34075.46183,28739.81009,32313.9872,581,tdfp_arima,26106.17904,34075.21718,28735.86636,32313.13943,581,tdfp_arima
X582,30467,40929,31253,38866,35500.72612,42431.88025,37173.00946,41439.68502,582,tdfp_arima,37696.39299,42475.41283,39533.45288,41773.15134,582,tdfp_arima,37688.998,42474.96529,39526.23859,41771.60052,582,tdfp_arima
X583,22413,28337,20180,26511,20475.55673,27453.69222,21884.11685,26000.09342,583,tdfp_arima,21741.93932,27481.85807,23273.73314,26209.31691,583,tdfp_arima,21740.11739,27481.74781,23271.95573,26208.93483,583,tdfp_arima
X584,25774,32219,26003,30328,25385.6638,31358.56976,26645.18072,30092.67828,584,tdfp_arima,26408.07283,31125.82698,27976.62196,29987.98481,584,tdfp_arima,26405.39888,31126.49117,27973.57281,29988.2589,584,tdfp_arima
X585,25829,35630,23101,30393,23569.97046,32627.49103,25308.88666,32093.29132,585,tdfp_arima,24519.25234,32385.33034,26573.55421,31981.63765,585,tdfp_arima,24515.00349,32386.38571,26568.70918,31982.07316,585,tdfp_arima
X586,84383,96502,76286,88658,80644.2549,94090.77726,83043.68428,90935.31418,586,tdfp_arima,85631.98156,94187.30879,88316.86288,91667.07323,586,tdfp_arima,85600.25771,94185.3889,88285.91423,91660.42034,586,tdfp_arima
X588,34411,43220,32254,37161,33234.00332,39830.45932,34180.92619,37924.8299,588,tdfp_arima,34572.50466,39534.83832,35888.92343,37792.88811,588,tdfp_arima,34568.46414,39535.84195,35884.31596,37793.30227,588,tdfp_arima
X589,30164,33860,24802,35251,23753.66891,32391.19956,25774.22835,30519.9326,589,tdfp_arima,25222.79784,32424.431,27410.86225,30765.52737,589,tdfp_arima,25215.74541,32424.0042,27403.98215,30764.04838,589,tdfp_arima
X590,27845,34560,28777,31036,26325.33455,33672.52067,27336.81072,31999.97272,590,tdfp_arima,27385.58887,33422.60379,28702.81224,31888.64371,590,tdfp_arima,27383.34294,33423.16165,28700.25118,31888.87392,590,tdfp_arima
X591,31282,37733,31348,37867,28665.54091,34604.65779,29874.7283,33278.54906,591,tdfp_arima,30438.46179,34640.16011,31771.73924,33546.34249,591,tdfp_arima,30435.76758,34639.99706,31769.11087,33545.77748,591,tdfp_arima
X592,23390,27069,19502,24912,21610.30918,27926.54235,22928.69404,26535.80005,592,tdfp_arima,22946.87451,27955.19332,24384.63978,26749.33438,592,tdfp_arima,22945.1256,27955.08748,24382.93361,26748.96761,592,tdfp_arima
X593,55577,66213,50936,56075,49035.46847,58332.8119,51990.43184,54850.38199,593,tdfp_arima,52068.23893,58392.65789,55291.76457,55291.76457,593,tdfp_arima,52057.3027,58391.99604,55281.09558,55289.4711,593,tdfp_arima
X594,24594,27726,22463,24585,20703.96892,26889.15298,22710.662,25496.48951,594,tdfp_arima,21984.47846,26916.73965,24152.76296,25701.66048,594,tdfp_arima,21983.24128,26916.66477,24151.55601,25701.40103,594,tdfp_arima
X595,83782,93451,66842,81036,75310.43846,91327.25366,81867.49777,86481.18042,595,tdfp_arima,77568.62294,95556.44359,82387.91857,91414.96638,595,tdfp_arima,77549.1714,95491.58449,82406.80212,91340.4848,595,tdfp_arima
X596,26805,33372,27411,29747,24621.3522,28910.96674,25901.82342,27146.73588,596,tdfp_arima,25359.62376,30249.77815,26066.47786,28695.46803,596,tdfp_arima,25358.03328,30244.47485,26068.0219,28689.37794,596,tdfp_arima
X597,28128,33651,28984,32870,26849.43745,31384.70722,27857.37051,30522.90423,597,tdfp_arima,28510.03503,31416.90606,29626.28155,30768.52291,597,tdfp_arima,28507.41517,31416.74751,29623.7257,30767.97349,597,tdfp_arima
X599,55241,66397,49073,53858,49619.48196,61658.33497,51257.46386,59360.34371,599,tdfp_arima,51617.90938,61200.70785,53818.76387,59153.82702,599,tdfp_arima,51612.58008,61202.03159,53812.68679,59154.37329,599,tdfp_arima
X600,38924,51080,34994,48666,35899.02975,47550.51362,38674.64885,44662.3583,600,tdfp_arima,37344.86518,47197.59451,40607.1943,44506.97641,600,tdfp_arima,37338.36712,47199.20857,40599.78445,44507.64248,600,tdfp_arima
X601,25238,32754,25636,28735,23991.43498,31227.42351,25208.13051,29706.87029,601,tdfp_arima,24957.69137,30995.6541,26467.76335,29603.51906,601,tdfp_arima,24955.44887,30996.21112,26465.2062,29603.74892,601,tdfp_arima
X602,34009,43219,34829,37764,32005.97155,39915.40266,33761.52993,38312.3359,602,tdfp_arima,33985.49306,39956.35348,35905.34831,38620.63635,602,tdfp_arima,33981.64412,39956.12055,35901.59342,38619.82918,602,tdfp_arima
X603,34644,47580,35573,45268,36705.47882,47365.04422,38516.15403,44912.23401,603,tdfp_arima,38975.65784,47413.63793,40961.88558,45273.64404,603,tdfp_arima,38966.26338,47413.06939,40952.72068,45271.6739,603,tdfp_arima
X605,37861,53382,37985,47423,35869.46895,46630.25669,37798.81669,44546.2055,605,tdfp_arima,37314.11382,46284.16771,39687.59741,44391.22771,605,tdfp_arima,37308.04063,46285.67623,39680.67206,44391.85022,605,tdfp_arima
X606,30768,37993,27998,33929,28639.31742,36672.11341,30251.66951,35058.83294,606,tdfp_arima,30410.61641,36709.73682,32172.61579,35340.95236,606,tdfp_arima,30407.52206,36709.54955,32169.59705,35340.30344,606,tdfp_arima
X607,17203,27071,15780,25465,18083.59662,24834.13676,20059.18356,23343.46865,607,tdfp_arima,19202.04005,24859.61511,21332.91868,23531.3142,607,tdfp_arima,19198.1905,24859.38214,21329.1632,23530.50691,607,tdfp_arima
X608,45868,64129,45278,64747,45402.99782,62461.99018,48859.27748,58931.4059,608,tdfp_arima,48211.10539,62526.07246,51961.78549,59405.6286,608,tdfp_arima,48198.62769,62525.31732,51949.61269,59403.01187,608,tdfp_arima
X609,26940,30643,23819,27048,22980.34674,30758.33195,24509.42656,29323.31102,609,tdfp_arima,24401.64684,30789.88817,26065.747,29559.27654,609,tdfp_arima,24400.44664,30789.81554,26064.57613,29559.02484,609,tdfp_arima
X610,20199,27687,18668,23855,19791.7799,26441.56003,21560.82969,25025.1316,610,tdfp_arima,21015.87192,26468.6875,22929.91762,25226.50955,610,tdfp_arima,21013.90472,26468.56844,22927.9985,25226.097,610,tdfp_arima
X613,32919,39276,31528,35777,34661.63296,38886.8973,37131.7731,37905.95586,613,tdfp_arima,35700.96247,40687.67492,37367.81484,40068.50582,613,tdfp_arima,35696.3924,40672.43649,37372.25147,40051.00661,613,tdfp_arima
X614,40206,41105,35472,37098,34731.63769,42008.55456,35917.36431,37893.14846,614,tdfp_arima,36879.73759,42051.65284,38198.0757,38198.0757,614,tdfp_arima,36873.97042,42051.30382,38192.44946,38196.86625,614,tdfp_arima
X615,47478,62302,47221,55958,48716.40905,60810.59075,50959.06802,58623.25324,615,tdfp_arima,50678.46515,60359.25557,53505.45739,58419.30092,615,tdfp_arima,50667.94975,60361.86749,53493.46653,58420.37876,615,tdfp_arima
X616,44564,51555,39347,45773,40821.50009,53532.85021,43664.11592,50679.02495,616,tdfp_arima,43346.24887,53587.77173,46436.73715,51086.84051,616,tdfp_arima,43339.4799,53587.36208,46430.13358,51085.42097,616,tdfp_arima
X617,37724,44589,31812,40573,32201.19319,40634.64333,33949.61844,38850.08889,617,tdfp_arima,34192.78888,40676.33206,36105.38023,39162.71666,617,tdfp_arima,34187.47133,40676.01025,36100.19262,39161.6015,617,tdfp_arima
X618,39976,50907,40311,43977,35419.87295,47110.84937,37705.66215,44624.73517,618,tdfp_arima,36846.41031,46761.19344,39589.788,44469.48418,618,tdfp_arima,36842.22177,46762.23383,39585.01174,44469.91351,618,tdfp_arima
X621,32190,40588,27625,33184,27258.39926,38340.62456,29434.82164,36088.59051,621,tdfp_arima,28944.29052,38379.95976,31303.89902,36378.99643,621,tdfp_arima,28940.8593,38379.7521,31300.55164,36378.27686,621,tdfp_arima
X622,23992,29414,22735,27423,21578.62496,28197.15667,22379.29195,26247.65539,622,tdfp_arima,22913.23067,28226.08527,23800.3513,26458.87102,622,tdfp_arima,22911.20372,28225.9626,23798.37388,26458.44594,622,tdfp_arima
X623,32362,41575,33410,40558,37143.19306,40979.1894,38312.109,40467.55052,623,tdfp_arima,39440.44405,41021.23161,40744.88393,40793.19405,623,tdfp_arima,39430.94275,41020.6566,40735.6148,40791.20151,623,tdfp_arima
X624,36489,43628,33306,40556,36057.25257,42115.42083,38239.99576,40343.54592,624,tdfp_arima,38287.33977,42158.62874,40668.19158,40668.19158,624,tdfp_arima,38282.21341,42158.3185,40663.19048,40667.11651,624,tdfp_arima
X625,32422,40329,28945,37000,30361.07828,39517.82752,32266.0308,37767.2542,625,tdfp_arima,32238.8656,39558.37046,34314.88671,38071.16837,625,tdfp_arima,32234.17592,39558.08664,34310.31162,38070.18488,625,tdfp_arima
X626,49891,64629,43517,62203,45799.50905,56935.90565,50353.06221,53793.9779,626,tdfp_arima,47172.80793,59572.49822,50673.14993,56862.94587,626,tdfp_arima,47161.32621,59534.21365,50684.29638,56818.98141,626,tdfp_arima
X627,34579,45825,38501,42323,31686.76276,40987.18317,34894.51466,38666.68957,627,tdfp_arima,32636.89075,42885.221,35116.33445,40872.63969,627,tdfp_arima,32633.86864,42875.1441,35119.26831,40861.06779,627,tdfp_arima
X628,31668,38443,28796,38329,26912.57852,40214.01399,32248.89603,37038.89374,628,tdfp_arima,28577.08128,40255.27117,34296.66389,37336.94677,628,tdfp_arima,28572.85791,40255.01558,34292.54372,37336.06107,628,tdfp_arima
X630,32005,37989,30401,38088,32744.06522,40680.96275,35529.78143,39918.69121,630,tdfp_arima,34769.23672,40722.69899,37785.88176,40239.91806,630,tdfp_arima,34760.89831,40722.19436,37777.7471,40238.16938,630,tdfp_arima
X631,30513,37535,26851,31052,28239.26437,37282.38248,29990.30497,35602.07861,631,tdfp_arima,29376.60233,37005.67327,31488.89976,35478.21775,631,tdfp_arima,29373.79088,37006.3716,31485.69383,35478.50593,631,tdfp_arima
X632,41813,50546,38349,41545,37052.25119,49025.12279,39475.07985,46543.63658,632,tdfp_arima,39343.87756,49075.41964,41981.70209,46918.17454,632,tdfp_arima,39340.60834,49075.22179,41978.51276,46917.48894,632,tdfp_arima
X634,35057,46742,31786,43510,33470.23784,44234.07288,35591.66107,42109.05373,634,tdfp_arima,34818.25355,43905.76833,37370.15175,41962.55487,634,tdfp_arima,34810.27729,43907.74956,37361.05631,41963.37245,634,tdfp_arima
X635,29041,40874,27195,40911,25700.60095,39801.01822,28379.3505,36950.63365,635,tdfp_arima,27290.14471,39841.85169,30181.40667,37247.97644,635,tdfp_arima,27283.30263,39841.43762,30174.73178,37246.54157,635,tdfp_arima
X639,22112,27851,20230,26645,22994.92126,29634.61309,24389.47305,28347.13728,639,tdfp_arima,24417.12278,29665.01643,25938.17659,28575.2475,639,tdfp_arima,24414.52768,29664.85938,25935.6449,28574.70327,639,tdfp_arima
X640,62545,79095,58463,66128,56647.1991,78492.57193,60846.49259,74181.17732,640,tdfp_arima,58928.66822,77910.00139,63886.94972,73923.09844,640,tdfp_arima,58917.18409,77912.85393,63873.8542,73924.27558,640,tdfp_arima
X641,25097,34955,24416,32740,28998.03815,34951.7099,30402.16103,33923.752,641,tdfp_arima,30791.52348,34987.56827,32332.66335,34196.7374,641,tdfp_arima,30785.24997,34987.1886,32326.54314,34195.42177,641,tdfp_arima
X642,16933,20966,16280,18087,19467.94966,20802.171,20659.581,20296.16429,642,tdfp_arima,20051.69638,21765.47963,20790.91121,21454.06859,642,tdfp_arima,20050.38322,21761.10102,20792.18603,21449.04037,642,tdfp_arima
X643,42582,51979,37228,47857,38419.5901,51289.04675,41229.85682,48147.83882,643,tdfp_arima,40795.78434,51341.66625,43847.90539,48535.28585,643,tdfp_arima,40786.74744,51341.11935,43839.08931,48533.39069,643,tdfp_arima
X645,52398,69854,51034,80563,50996.39459,67657.60273,53823.51003,64818.26529,645,tdfp_arima,54150.4454,67727.0154,57241.24112,65339.85971,645,tdfp_arima,54136.79116,67726.18906,57227.92053,65336.99624,645,tdfp_arima
X647,30997,41237,26948,37678,25859.36915,38581.908,28495.18848,35675.7989,647,tdfp_arima,27458.73249,38621.49074,30304.60023,35962.88306,647,tdfp_arima,27454.6698,38621.24487,30300.63681,35962.03107,647,tdfp_arima
X648,34164,46539,31489,35924,32593.39331,41660.29995,34457.58608,39902.51354,648,tdfp_arima,33906.09405,41351.0979,36179.40781,39763.69131,648,tdfp_arima,33902.90794,41351.8893,36175.77465,39764.01789,648,tdfp_arima
X649,17477,24681,16117,22856,17554.41568,24287.49821,18312.34373,22821.38369,649,tdfp_arima,18640.13006,24312.41573,19475.15653,23005.02801,649,tdfp_arima,18638.03594,24312.289,19473.11358,23004.58885,649,tdfp_arima
X651,38055,46590,36248,40712,39910.26171,45557.97221,41533.76836,43818.50619,651,tdfp_arima,42378.65176,45604.71197,44171.11495,44171.11495,651,tdfp_arima,42374.009,45604.431,44166.58564,44170.14131,651,tdfp_arima
X652,34896,46140,32226,46163,31452.39061,44438.56983,35212.06078,41578.99352,652,tdfp_arima,33397.67397,44484.16115,37447.98621,41913.58086,652,tdfp_arima,33390.78912,44483.74449,37441.26958,41912.13702,652,tdfp_arima
X653,30291,37653,28445,36562,30296.5192,36122.66365,32603.59965,34352.29178,653,tdfp_arima,31516.7132,35854.56184,34232.77897,34232.77897,653,tdfp_arima,31513.02882,35855.47701,34228.57761,34233.15662,653,tdfp_arima
X654,35994,44718,30792,43287,31972.91976,41210.4764,36646.65769,38504.20154,654,tdfp_arima,32931.62817,43118.85451,36879.61562,40700.88165,654,tdfp_arima,32926.76422,43102.63616,36884.33755,40682.25715,654,tdfp_arima
X655,43497,57667,38396,54786,46051.7972,56099.13417,48836.84349,54278.98448,655,tdfp_arima,47906.53592,55682.76734,51277.18677,54090.14601,655,tdfp_arima,47897.78797,55684.94025,51267.21136,54091.04269,655,tdfp_arima
X656,16812,21684,16257,19595,15881.11359,21468.78058,17366.94919,20279.46539,656,tdfp_arima,16520.72633,21309.43965,18234.76362,20208.91243,656,tdfp_arima,16520.08,21309.6002,18234.0266,20208.97868,656,tdfp_arima
X657,28764,37369,25236,35394,31085.54581,38511.24554,33888.117,36643.85646,657,tdfp_arima,32017.64631,40294.62744,34103.53925,38734.40314,657,tdfp_arima,32011.81883,40275.19635,34109.19656,38712.08925,657,tdfp_arima
X658,29850,40842,27788,33046,28694.03789,38844.88458,31121.19942,36814.30798,658,tdfp_arima,29849.69187,38556.5785,32676.30422,36686.22973,658,tdfp_arima,29845.09376,38557.72062,32671.06093,36686.70104,658,tdfp_arima
X659,27536,35674,27488,32058,28499.46996,35258.62783,31249.66793,32925.74201,659,tdfp_arima,29647.2877,34996.93889,32811.19222,32811.19222,659,tdfp_arima,29642.31768,34998.1734,32805.52483,32811.70165,659,tdfp_arima
X661,39182,49291,40120,35440,37568.41303,44632.99586,38184.24842,43638.4685,661,tdfp_arima,39081.48297,44301.73052,40092.2889,43486.64876,661,tdfp_arima,39074.91904,44303.36093,40084.80396,43487.32157,661,tdfp_arima
X662,38972,51584,31712,48112,36821.76257,58781.83768,41659.43932,54235.5479,662,tdfp_arima,38304.76112,58345.55987,43741.13268,54046.86055,662,tdfp_arima,38294.96997,58347.9919,43729.96768,54047.86416,662,tdfp_arima
X663,32185,40288,35266,37669,33395.84882,38259.36841,33979.23887,37591.0231,663,tdfp_arima,35461.33217,38298.62024,36136.88152,37893.51913,663,tdfp_arima,35457.54273,38298.39091,36133.18468,37892.72443,663,tdfp_arima
X664,26598,35574,24510,33918,24852.17388,34590.63729,26758.00256,32692.17151,664,tdfp_arima,25853.09658,34333.90616,28095.08143,32578.43431,664,tdfp_arima,25850.25027,34334.61315,28091.83575,32578.72606,664,tdfp_arima
X665,40549,53093,40698,49812,40156.00729,49395.25501,43447.13251,47367.09712,665,tdfp_arima,42639.59634,49445.9316,46205.97553,47748.26149,665,tdfp_arima,42626.84083,49445.15965,46193.53172,47745.5865,665,tdfp_arima
X666,32804,49347,35824,52646,33171.85852,46316.01352,37127.5848,43090.1006,666,tdfp_arima,34166.51713,48460.81926,37363.59992,45548.40808,666,tdfp_arima,34160.21395,48439.80198,37369.71904,45524.27269,666,tdfp_arima
X667,45495,60732,40409,53936,44000.91083,53909.1023,48670.31353,51280.7429,667,tdfp_arima,45773.04998,53508.98985,51102.33542,51102.33542,667,tdfp_arima,45764.6648,53511.07265,51092.77367,51103.19492,667,tdfp_arima
X668,48193,60747,43985,52637,43785.19814,55244.73588,47676.81546,52168.09212,668,tdfp_arima,45098.09788,57803.01362,47979.89064,55144.30266,668,tdfp_arima,45092.08898,57782.9776,47985.72407,55121.2941,668,tdfp_arima
X672,45280,53999,43621,48167,46996.03109,51591.01565,50933.9739,48491.30599,672,tdfp_arima,48405.2077,53980.09661,51257.7544,51257.7544,672,tdfp_arima,48395.86231,53948.93543,51266.8269,51221.97015,672,tdfp_arima
X673,41325,53679,42415,55411,38667.14196,49606.26816,40999.22214,47067.13599,673,tdfp_arima,40224.46326,49238.09127,43047.9249,46903.3878,673,tdfp_arima,40217.80505,49239.74511,43040.33244,46904.07028,673,tdfp_arima
X674,41821,49710,37819,50034,41928.52143,49613.98902,41309.55996,46938.41782,674,tdfp_arima,44521.73783,49664.89002,43932.66958,47316.1326,674,tdfp_arima,44501.7461,49663.68014,43913.16637,47311.94008,674,tdfp_arima
X675,18179,26269,16010,23477,18440.84472,23714.65854,19857.66393,22588.36628,675,tdfp_arima,19581.38342,23738.98837,21118.60279,22770.1355,675,tdfp_arima,19578.54917,23738.81684,21115.8378,22769.54112,675,tdfp_arima
X676,61965,69670,63498,58869,64986.36719,71661.69056,64547.68984,69509.13173,676,tdfp_arima,68305.44888,71455.52537,67246.54176,70056.391,676,tdfp_arima,68182.89979,71469.98599,67190.70502,70031.99362,676,tdfp_arima
X678,37942,49113,35776,45442,37466.42372,47180.28282,42544.25862,44565.2636,678,tdfp_arima,38589.85492,49365.11121,42814.70682,47107.72973,678,tdfp_arima,38584.55626,49347.44339,42819.85076,47087.44071,678,tdfp_arima
X679,53105,65544,49528,55409,48584.01162,63235.68945,51150.32506,60128.4213,679,tdfp_arima,51588.86014,63300.5655,54398.31196,60612.27641,679,tdfp_arima,51580.82063,63300.07896,54390.46891,60610.59043,679,tdfp_arima
X680,30676,33303,28189,32909,27598.42785,30397.60497,29525.89684,29106.03159,680,tdfp_arima,28425.96706,31805.25974,29713.58904,30766.54235,680,tdfp_arima,28423.41395,31796.74666,29716.0676,30756.76627,680,tdfp_arima
X681,20903,27117,24862,24582,20249.78272,22772.49089,21116.01879,22365.71471,681,tdfp_arima,21502.20152,22795.8541,22456.86174,22545.69225,681,tdfp_arima,21498.57274,22795.63449,22453.32163,22544.93125,681,tdfp_arima
X682,72826,86925,64976,74464,68908.91202,86023.94628,71602.4212,81676.97729,682,tdfp_arima,72428.33183,85776.46198,74596.24379,82320.03643,682,tdfp_arima,72108.14788,85814.24324,74450.35918,82256.29342,682,tdfp_arima
X683,40363,53847,37974,46813,41426.56423,55066.04924,44017.01273,52282.38373,683,tdfp_arima,43988.73533,55122.54373,46812.0425,52703.10155,683,tdfp_arima,43978.53967,55121.9267,46802.09599,52700.96339,683,tdfp_arima
X685,25196,33973,27660,39270,28354.65002,37948.34179,30298.18669,36149.70383,685,tdfp_arima,30108.34275,37987.27453,32222.08675,36440.60152,685,tdfp_arima,30102.44327,37986.9175,32216.33143,36439.36433,685,tdfp_arima
X686,32079,41685,28267,40365,29101.93189,40265.15242,31451.28282,37888.6167,686,tdfp_arima,30901.8429,40306.46206,33448.40317,38193.50747,686,tdfp_arima,30895.20501,40306.06035,33441.92749,38192.11543,686,tdfp_arima
