,WeekAct:2015-07-05,WeekAct:2015-07-12,WeekAct:2015-07-19,WeekAct:2015-07-26,WeekPred:2015-07-05,WeekPred:2015-07-12,WeekPred:2015-07-19,WeekPred:2015-07-26,Stores,Type,W-131,W-132,W-133,W-134,sMAPE
X404,26841,34237,26741,34553,26951.57164,31539.96075,24711.44668,34779.10369,404,SVD:AutoArima,0.004111038,0.08200559,0.078890449,0.006522338,4.288235369
X405,20635,32470,17502,29320,22724.83598,32162.28881,21392.89714,33873.1737,405,SVD:AutoArima,0.096395013,0.009521903,0.200072371,0.14410334,11.25231567
X406,38470,49199,39036,45640,38484.80991,45927.48539,34626.26922,50228.1648,406,SVD:AutoArima,0.000384899,0.068782413,0.119728345,0.095718215,7.115346791
X408,25537,34701,25010,34748,24712.50373,31364.26076,22917.79295,32399.68376,408,SVD:AutoArima,0.032816096,0.101013428,0.08730663,0.069944817,7.277024301
X409,30724,42115,32184,40118,30450.73245,39858.81522,29692.30862,44468.08423,409,SVD:AutoArima,0.008934001,0.055046475,0.080537816,0.102855789,6.184352022
X410,30199,45137,26480,39999,34976.73406,44095.63676,30637.29742,45536.53639,410,SVD:AutoArima,0.146610825,0.023340412,0.145570523,0.129479199,11.12502396
X411,48195,64022,50609,58601,50387.10232,63347.38557,43527.55565,65086.02215,411,SVD:AutoArima,0.044472623,0.010593039,0.150450466,0.104861804,7.759448305
X414,36778,43908,38237,37249,33367.72279,42803.21776,32534.52109,46593.44846,414,SVD:AutoArima,0.097234074,0.025481876,0.161151797,0.222904952,12.66931747
X415,35669,42844,35685,37391,33200.72504,42140.49562,29126.08642,42314.6025,415,SVD:AutoArima,0.071679536,0.016556064,0.202400976,0.123544703,10.35453198
X416,62834,78204,56190,64512,55529.36345,70231.72414,54229.04366,77405.90912,416,SVD:AutoArima,0.123427323,0.107417212,0.035518445,0.181709401,11.20180952
X417,34830,45661,30839,40429,33461.21118,46752.3093,32897.89942,49515.16,417,SVD:AutoArima,0.040086822,0.023618011,0.0646062,0.202040021,8.258776361
X418,25556,35938,22583,33639,25950.23908,34985.22037,25802.01764,36432.89418,418,SVD:AutoArima,0.015308401,0.026867918,0.133058446,0.079743647,6.374460296
X419,28254,34519,24302,30417,26946.67217,33711.19603,22973.00863,36496.01331,419,SVD:AutoArima,0.047366374,0.023678782,0.056223845,0.181698985,7.724199638
X421,56795,63242,56897,67095,43272.35475,56659.03793,42628.51366,62538.93905,421,SVD:AutoArima,0.270270865,0.10980659,0.286730223,0.070291175,18.42747131
X422,25482,30485,21177,23196,21325.62281,27402.52572,20773.34446,29268.58112,422,SVD:AutoArima,0.17759403,0.10649874,0.019244445,0.231492599,13.37074535
X423,81096,89292,79174,74966,68383.86435,86796.57798,69214.94324,89687.91728,423,SVD:AutoArima,0.170084924,0.028342804,0.134229095,0.178822557,12.78698449
X424,40149,45802,34648,38244,38930.49831,49173.80062,38867.18545,54108.98129,424,SVD:AutoArima,0.030817133,0.071003363,0.114784052,0.343572694,14.00443105
X425,16894,19315,15628,19170,17413.99919,20794.93189,17072.647,22184.17232,425,SVD:AutoArima,0.030313583,0.073793787,0.088355866,0.145773553,8.455919748
X426,25234,33037,22873,28999,25404.20435,32643.00704,25982.54325,32305.0913,426,SVD:AutoArima,0.006722369,0.011997348,0.127295412,0.107858749,6.346846958
X431,52108,65314,47652,54974,50142.79507,61720.64063,49330.04878,66188.30676,431,SVD:AutoArima,0.038438917,0.056572906,0.034605348,0.185112137,7.868232702
X432,60378,76447,63791,71751,58790.73365,72080.45505,56732.29038,71999.8634,432,SVD:AutoArima,0.026638973,0.058797816,0.117134366,0.003462427,5.150839537
X433,34249,46080,34745,40105,28630.34186,36754.77979,28585.03059,43105.72573,433,SVD:AutoArima,0.178712371,0.225152291,0.194535495,0.072123532,16.76309222
X435,15909,19636,15119,16581,15945.28472,19906.04562,15377.6893,20446.07634,435,SVD:AutoArima,0.002278169,0.013658657,0.016965074,0.208770269,6.041804225
X436,30890,36690,26695,33552,27212.54046,34241.1018,27058.68104,34836.85932,436,SVD:AutoArima,0.126585155,0.069050054,0.013531391,0.037575106,6.168542645
X437,39900,49552,38009,47403,34444.16799,47973.42768,34670.43514,40441.23239,437,SVD:AutoArima,0.146772293,0.032372528,0.091870963,0.158502554,10.73795847
X438,29547,36834,25033,34726,28552.6555,39138.92325,28359.42611,41397.04789,438,SVD:AutoArima,0.034228929,0.060677493,0.12460292,0.175270121,9.869486575
X439,34894,47790,33053,40433,35679.91406,44892.42092,32842.97842,49485.55499,439,SVD:AutoArima,0.022272084,0.062527048,0.006374337,0.201350099,7.31308919
X440,29941,35606,26400,34581,27340.86901,33325.27113,24563.5105,36878.43576,440,SVD:AutoArima,0.090783734,0.066173997,0.072070761,0.064300417,7.333222746
X441,36631,42146,30475,35830,36187.52652,43059.05441,34321.26467,45173.16655,441,SVD:AutoArima,0.012180238,0.021431931,0.118718716,0.230686452,9.57543341
X442,23074,31640,21784,32403,21764.77908,29984.31461,20077.94626,30409.80016,442,SVD:AutoArima,0.058396814,0.053734809,0.081508572,0.063464766,6.427624044
X443,27154,35131,25923,32550,26202.65598,33631.76628,25500.79325,33927.65943,443,SVD:AutoArima,0.035659807,0.043605975,0.016420677,0.04144729,3.42834372
X444,67370,76919,62744,68279,56363.93855,71121.28695,55848.458,68330.54556,444,SVD:AutoArima,0.17789883,0.078326153,0.116289722,0.000754641,9.331733637
X445,49388,55283,46404,49404,46097.59315,55588.42044,43218.68465,51784.98592,445,SVD:AutoArima,0.068919441,0.005509453,0.071082793,0.047060179,4.81429665
X446,22900,30181,21197,31528,22984.94001,29566.29796,21964.10624,30911.42416,446,SVD:AutoArima,0.003702305,0.020576731,0.035546181,0.019749568,1.989369616
X447,31673,35934,27114,26337,27832.86701,32296.29407,26697.22473,37160.20532,447,SVD:AutoArima,0.129067374,0.106630229,0.015490273,0.34090336,14.80228088
X448,45255,55308,41534,46728,43791.32351,52188.47605,43995.12546,56557.76191,448,SVD:AutoArima,0.032874496,0.058039557,0.057550582,0.190341083,8.470142956
X449,52613,70210,55694,66478,51215.94294,66323.56352,49827.09615,69044.38883,449,SVD:AutoArima,0.026910744,0.056930126,0.11119869,0.03787402,5.82283951
X450,45612,60829,48872,61572,43101.52925,55735.18014,40570.00027,61502.28325,450,SVD:AutoArima,0.056597247,0.087399403,0.185639849,0.001132921,8.269235507
X451,29540,38092,30593,32964,28562.98354,35323.99678,28002.55427,38782.80833,451,SVD:AutoArima,0.033630509,0.075405997,0.088417825,0.162203963,8.991457361
X452,23544,33613,22774,33460,20052.27212,28162.38641,18697.11008,34771.96139,452,SVD:AutoArima,0.1601847,0.176465544,0.196613494,0.038455919,14.29299142
X453,68516,76914,76366,80155,47505.01852,60447.22083,44129.52225,74873.5093,453,SVD:AutoArima,0.362192674,0.239758777,0.535065157,0.068135735,30.12880857
X454,31089,41368,28189,39779,29534.86763,36560.06158,25015.2522,42068.61389,454,SVD:AutoArima,0.051271304,0.123394277,0.119304291,0.055948214,8.747952149
X455,50535,52056,41134,46782,42888.69993,48575.2712,38512.42197,52910.92344,455,SVD:AutoArima,0.1636908,0.069177876,0.065830403,0.122956038,10.54137791
X456,30409,38117,25658,34517,29829.13082,40103.20033,28660.46544,40709.58038,456,SVD:AutoArima,0.019252562,0.050784844,0.110550452,0.164638093,8.630648772
X458,39550,51795,45534,43760,36447.40013,48438.93645,35079.79667,50511.6304,458,SVD:AutoArima,0.081650158,0.066964616,0.259365115,0.143237799,13.78044221
X459,47835,63968,41724,61490,42297.47605,55365.46189,41739.6248,63966.86719,459,SVD:AutoArima,0.122875221,0.144176461,0.00037441,0.039485558,7.672791237
X460,18908,25854,19400,26624,16970.53059,23283.66623,17793.06765,28062.92511,460,SVD:AutoArima,0.108001603,0.104617658,0.086410315,0.0526241,8.791341899
X461,25509,29714,23398,30442,21257.99435,30512.17484,20175.93199,29996.12612,461,SVD:AutoArima,0.181795119,0.026505912,0.147889707,0.014754722,9.27363649
X462,24502,26914,23753,28615,23378.11579,26959.58477,21232.55602,31378.41652,462,SVD:AutoArima,0.04694576,0.001692286,0.1120557,0.092123992,6.320443461
X463,31570,39318,27243,30854,33549.193,39769.61682,31813.05113,41869.27193,463,SVD:AutoArima,0.060786779,0.011420671,0.154769953,0.302936643,13.24785115
X464,59201,70404,58558,59418,47892.27025,60871.01249,50470.92697,66803.24278,464,SVD:AutoArima,0.211194032,0.145236894,0.148347292,0.1170206,15.54497043
X465,41346,56460,43438,49920,39895.66387,54060.70992,37214.27903,53453.8306,465,SVD:AutoArima,0.035704245,0.043417927,0.154334658,0.068369926,7.545668931
X466,39394,51245,33316,44861,40125.18155,52589.06146,37111.72535,53967.21631,466,SVD:AutoArima,0.018390067,0.025888643,0.107790656,0.184283733,8.408827468
X467,77896,87564,67454,73051,69086.73824,86236.1415,66549.23445,87653.29273,467,SVD:AutoArima,0.119867977,0.015280293,0.013503637,0.18172872,8.259515687
X468,34052,41103,32814,44479,25645.81185,36905.17012,27789.54166,38332.16632,468,SVD:AutoArima,0.281624666,0.10762539,0.165814017,0.148454223,17.5879574
X469,59750,79722,52816,71969,49807.37556,69376.46236,49661.6019,81532.7494,469,SVD:AutoArima,0.181505342,0.138774572,0.061562684,0.124607693,12.66125725
X470,62091,79191,57430,69820,58584.32752,74930.54753,59805.55353,77287.93897,470,SVD:AutoArima,0.058117472,0.055286915,0.040526162,0.10153006,6.386515247
X472,30426,36735,25905,30382,24628.34723,31444.03051,23663.77738,35741.55549,472,SVD:AutoArima,0.210615621,0.155208118,0.090428804,0.162107299,15.45899603
X473,16422,22886,15422,20415,16695.3028,22094.40096,16012.41301,22261.08098,473,SVD:AutoArima,0.016505136,0.035197509,0.037564755,0.086515956,4.394583924
X474,39835,49003,35029,45582,36999.60783,49593.02987,34830.66159,50143.68977,474,SVD:AutoArima,0.07380508,0.011968633,0.005678196,0.095307535,4.668986091
X475,31656,41308,30856,35515,34679.22978,41212.93151,30152.91924,41071.3377,475,SVD:AutoArima,0.091150051,0.002304106,0.023048458,0.145099971,6.540064655
X476,31939,39235,28753,37743,28352.08471,38532.97537,28364.4783,39791.4712,476,SVD:AutoArima,0.11898659,0.018054337,0.013604302,0.05284027,5.087137476
X478,36680,46390,32295,42703,32410.09689,43208.09974,29481.98792,47200.4686,478,SVD:AutoArima,0.123603911,0.071026066,0.091069901,0.100051059,9.643773413
X479,62207,72279,57897,77872,53387.81098,68005.16745,53716.69758,71368.82029,479,SVD:AutoArima,0.152587974,0.060931075,0.07490662,0.087150147,9.389395402
X480,25098,30608,23300,28958,23579.49526,30376.87117,21874.1115,33222.13531,480,SVD:AutoArima,0.062390422,0.007579874,0.063128569,0.137154263,6.7563282
X481,30548,39132,30193,36220,30220.09528,37928.67504,28116.69298,39606.63879,481,SVD:AutoArima,0.010792003,0.031230584,0.071216531,0.089325832,5.064123737
X482,41226,51081,37877,48018,35611.68792,47603.93051,35840.49975,47492.97485,482,SVD:AutoArima,0.146134332,0.070468094,0.055251474,0.010994028,7.071198178
X483,25117,32220,22563,30480,24567.16377,31036.78692,22510.85244,33843.07299,483,SVD:AutoArima,0.022133259,0.037409838,0.002313872,0.104568169,4.160628453
X484,43665,51336,42150,41955,37350.65249,46635.96466,38645.66632,51758.06042,484,SVD:AutoArima,0.155879693,0.095946536,0.086745585,0.209214391,13.69465513
X486,22197,28565,20303,27423,22703.37779,28459.7683,21428.74202,30952.70899,486,SVD:AutoArima,0.022555614,0.003690737,0.053951355,0.120930745,5.028211267
X487,36875,48802,37639,45750,35697.26443,44344.51676,35384.86716,47683.05625,487,SVD:AutoArima,0.032456906,0.09570907,0.061736879,0.041378423,5.782031942
X488,20332,26306,17831,19871,16903.7063,22537.43824,18006.07396,26675.60411,488,SVD:AutoArima,0.184140119,0.154311895,0.00977055,0.292378112,16.0150169
X489,35972,51917,33542,51792,36324.81755,48729.09444,35928.51421,56262.08978,489,SVD:AutoArima,0.009760251,0.063348818,0.068705817,0.082738003,5.613822214
X491,33695,46791,35345,46632,35980.06962,46851.06238,33292.01437,46685.51123,491,SVD:AutoArima,0.065592173,0.001282808,0.059821531,0.001146864,3.196084382
X493,46183,56948,42833,49932,46730.3741,58589.96092,46034.01041,63908.05524,493,SVD:AutoArima,0.011782461,0.028422882,0.072040466,0.245538448,8.944606418
X494,49497,57274,42296,52151,43935.0525,56968.57671,43144.46276,63131.52302,494,SVD:AutoArima,0.11905866,0.005346926,0.019860912,0.190497618,8.369102906
X495,26283,40274,26089,36984,28261.54822,37307.28405,25381.96475,37545.27705,495,SVD:AutoArima,0.072547974,0.076480197,0.027473169,0.015061921,4.789081516
X496,38227,51907,36185,45805,39254.43838,52422.01335,35730.86432,56604.04625,496,SVD:AutoArima,0.026520891,0.009872869,0.012629638,0.210900241,6.498090973
X497,46710,56102,47730,54045,45753.40842,55465.6117,41253.51657,56165.01095,497,SVD:AutoArima,0.020691246,0.011408119,0.145565913,0.038472203,5.40343704
X499,28319,36068,28820,36149,30388.48128,36568.45356,26963.28425,37377.00729,499,SVD:AutoArima,0.07050145,0.01377968,0.066568893,0.033403345,4.606334219
X502,52598,68567,54188,63491,50690.36523,62994.33088,46244.96196,69083.80101,502,SVD:AutoArima,0.036938038,0.084715913,0.158175919,0.084372007,9.105046919
X503,33331,47105,33618,45993,31608.92963,48921.35427,34343.92246,46530.03283,503,SVD:AutoArima,0.053035794,0.037830329,0.021362623,0.01160863,3.095934393
X504,37177,45538,36182,38250,32913.7842,40088.23116,31277.01734,47671.60208,504,SVD:AutoArima,0.121648398,0.12729204,0.145421112,0.219306946,15.34171241
X505,23577,30360,23033,32100,29400.3109,35778.32019,24047.24715,31506.37259,505,SVD:AutoArima,0.219841695,0.163848134,0.043085889,0.018665658,11.13603441
X506,36508,46350,33206,46741,35145.04994,46010.11643,32236.37816,48556.84906,506,SVD:AutoArima,0.038043044,0.007359964,0.029632842,0.03810892,2.828619262
X507,43637,55748,40687,48637,43615.18025,57268.34024,44111.95804,58486.09074,507,SVD:AutoArima,0.000500154,0.026904786,0.080778305,0.183883618,7.301671566
X508,37107,48241,34062,45170,36795.67437,48113.94193,36650.3475,54539.49412,508,SVD:AutoArima,0.008425287,0.002637292,0.073207794,0.187935847,6.805155525
X509,30133,41808,30896,39017,30321.5238,38600.48072,27732.27521,41598.52223,509,SVD:AutoArima,0.00623688,0.079780621,0.10792488,0.06404529,6.449691775
X510,43002,52186,41099,48488,42813.65587,54747.35487,39516.69296,56174.54315,510,SVD:AutoArima,0.004389505,0.04790563,0.039255559,0.146882407,5.960827535
X511,31700,36916,34029,32689,28794.72574,33161.47765,27773.47356,36724.10344,511,SVD:AutoArima,0.096050498,0.107153467,0.202436119,0.11626345,13.04758834
X513,95608,115381,88531,93565,85433.1014,107251.4247,77179.70144,111838.6853,513,SVD:AutoArima,0.112404294,0.073031368,0.137001394,0.177929478,12.50916337
X515,47559,58847,41232,51410,45969.68409,58327.16514,47571.36768,61075.94298,515,SVD:AutoArima,0.033985636,0.008872858,0.142773137,0.17186046,8.937302282
X516,29446,39080,27272,37338,32229.6214,41225.20581,30332.32452,40112.22614,516,SVD:AutoArima,0.090266505,0.05342632,0.106253291,0.071638942,8.039626454
X517,31405,43426,31657,40657,32223.57462,41842.32044,28162.80718,44713.50781,517,SVD:AutoArima,0.02572978,0.03714579,0.116823941,0.095033002,6.86831283
X519,27168,38147,27237,35236,24025.21027,33813.09452,23564.02949,35213.19144,519,SVD:AutoArima,0.122781506,0.120453024,0.144602208,0.000647518,9.712106386
X520,24226,28962,24700,25379,20187.60849,24446.96177,18505.87902,27285.32357,520,SVD:AutoArima,0.18185379,0.169074181,0.28672584,0.072395255,17.75122664
X521,26585,36549,28444,32310,24279.02437,32819.18174,23198.56154,34712.08654,521,SVD:AutoArima,0.090672166,0.107536861,0.203144008,0.071680446,11.82583703
X523,74753,90240,70826,72045,61845.6621,82471.20957,61242.45898,82118.64609,523,SVD:AutoArima,0.188981908,0.089962782,0.145129898,0.130687699,13.86905718
X524,48565,59832,46441,55428,43058.21152,51945.85308,41758.74151,59693.72154,524,SVD:AutoArima,0.120205096,0.141103925,0.106173973,0.074108022,11.03977542
X525,52783,61533,52169,52224,43248.61397,55776.50184,41437.6293,59507.55159,525,SVD:AutoArima,0.198567652,0.098142061,0.229286553,0.130375914,16.40930451
X526,56854,72081,48557,65851,52901.54875,69721.11054,46183.63371,72026.79726,526,SVD:AutoArima,0.072022805,0.033284264,0.050102394,0.089583637,6.124827512
X527,61272,66119,51811,61074,57544.53801,69944.20519,57232.55525,72121.7384,527,SVD:AutoArima,0.062743151,0.056226886,0.099438343,0.165887265,9.607391154
X528,54089,68926,53719,65126,53943.52545,68933.37868,52105.69001,76332.85918,528,SVD:AutoArima,0.002693162,0.000107046,0.030490238,0.158446905,4.793433777
X529,43890,55836,42158,47386,40552.08054,49578.20181,40117.38758,57370.22532,529,SVD:AutoArima,0.0790582,0.118727801,0.049604444,0.190618272,10.95021793
X530,45490,51666,54945,52680,30190.15729,37717.50863,27132.46222,49284.59217,530,SVD:AutoArima,0.404329041,0.31210436,0.67771437,0.066599743,36.51868784
X531,30588,35148,26148,25809,25886.93876,31985.52594,25013.9733,32473.27704,531,SVD:AutoArima,0.166483093,0.094214448,0.044330843,0.228689659,13.34295109
X532,60672,65138,56870,56234,57170.88039,70184.64898,57788.84433,72810.53112,532,SVD:AutoArima,0.05942013,0.074586908,0.016027448,0.256911796,10.17365703
X533,59972,70937,51965,71939,55732.59326,70084.30589,53118.45428,69312.65583,533,SVD:AutoArima,0.073279835,0.012093125,0.021953109,0.037186738,3.612820172
X535,44723,53051,39539,46253,43842.66787,52685.84325,41326.13239,55346.06,535,SVD:AutoArima,0.01987976,0.006906897,0.044200321,0.1789989,6.24964696
X536,43829,52098,38998,52268,41620.02706,50419.50168,38723.02546,55326.18444,536,SVD:AutoArima,0.051702705,0.032745595,0.007075937,0.056846649,3.709272184
X537,29336,37517,32606,40661,32058.20897,39880.7533,29623.20074,42786.93021,537,SVD:AutoArima,0.088679666,0.06108067,0.095864939,0.050952257,7.414438294
X538,21984,26596,19086,21838,19976.41108,24000.95111,18762.58122,27664.76676,538,SVD:AutoArima,0.095689669,0.102577283,0.01709014,0.235411761,11.26922134
X541,33405,45214,31093,43038,33977.03338,42526.77508,34599.48764,49137.68663,541,SVD:AutoArima,0.01697881,0.061253731,0.106754601,0.132349144,7.933407158
X543,11872,19518,11139,18379,12171.09649,18120.31252,12285.69478,19458.55412,543,SVD:AutoArima,0.024880031,0.074269402,0.097904779,0.057062574,6.352919641
X544,67475,90567,64455,82858,62265.98662,84504.56754,63411.88537,90034.08937,544,SVD:AutoArima,0.080298655,0.069256619,0.016315634,0.083012351,6.222081474
X545,53350,74017,50062,68137,55671.80384,75275.99403,50848.03277,82277.48239,545,SVD:AutoArima,0.042593385,0.016866083,0.015578882,0.188020225,6.576464388
X546,91254,96360,82389,71901,74388.05277,91983.85332,68468.09135,96149.18694,546,SVD:AutoArima,0.203643301,0.046469758,0.184557564,0.288582683,18.08133268
X548,27033,34405,23699,27638,24434.18004,34713.25082,24172.7111,33308.41245,548,SVD:AutoArima,0.100989406,0.00891952,0.019790857,0.186078629,7.894460315
X549,27470,30855,24980,25891,24663.71273,29892.35312,24329.99077,31737.69062,549,SVD:AutoArima,0.107657296,0.031693459,0.0263642,0.202909022,9.215599425
X550,25380,35475,27763,31160,36935.68563,42187.51456,26202.30113,33115.41672,550,SVD:AutoArima,0.370875664,0.172863694,0.057840829,0.060844933,16.56062798
X551,37297,44075,31969,37715,32079.56414,37768.08423,28871.13125,52046.6616,551,SVD:AutoArima,0.150409174,0.154122143,0.10183636,0.319327012,18.14236723
X552,33500,55152,36824,51850,35890.86749,52407.21546,34787.11174,56078.85584,552,SVD:AutoArima,0.068910148,0.051037645,0.056887492,0.078363767,6.379976301
X553,38441,48610,42315,43572,37628.03685,47338.1124,37236.8702,47211.29137,553,SVD:AutoArima,0.021374351,0.026511988,0.127668395,0.080175356,6.393252264
X554,31797,35685,31918,30937,29322.67986,32889.67259,27499.81362,35815.87567,554,SVD:AutoArima,0.080966397,0.081526526,0.148715885,0.146177243,11.43465129
X556,37245,48358,34244,42886,35878.62779,45239.56704,33953.71139,51088.70279,556,SVD:AutoArima,0.037371565,0.066634915,0.008513148,0.174572572,7.177305009
X557,21092,27182,17839,25243,20135.4581,26194.49431,20236.32145,27473.28314,557,SVD:AutoArima,0.046403147,0.037001519,0.125925211,0.084614582,7.348611498
X558,17833,22948,17304,19492,13903.38208,21391.32679,15426.44639,21162.4045,558,SVD:AutoArima,0.247641203,0.070216366,0.114728262,0.082175819,12.86904127
X559,30401,38522,27744,40742,29082.96473,35917.62046,25551.90432,42137.40188,559,SVD:AutoArima,0.04431565,0.06997294,0.082261318,0.033673068,5.755574405
X560,78283,102403,73752,83200,71516.35914,92941.13373,70381.96417,99961.3347,560,SVD:AutoArima,0.090342721,0.09687382,0.04676255,0.183022631,10.42504306
X561,37192,44786,35376,42382,33602.33977,44026.34319,32338.52967,46428.0026,561,SVD:AutoArima,0.101410939,0.01710701,0.08971399,0.091115921,7.483696503
X562,116764,126637,114281,114498,103386.7637,123696.2916,97705.72542,125379.6711,562,SVD:AutoArima,0.121527957,0.023494345,0.156380307,0.090726836,9.803236142
X563,23742,27719,20633,24678,23859.35227,27678.80246,21796.87892,29652.18251,563,SVD:AutoArima,0.004930628,0.001451232,0.054861289,0.183109361,6.108812749
X564,32017,39352,29343,31698,31951.07826,39808.3697,30664.59814,42279.59067,564,SVD:AutoArima,0.002061082,0.011530257,0.044047693,0.286075569,8.592865039
X565,33304,41858,31654,39541,33971.54765,43038.73481,32155.06937,45701.37236,565,SVD:AutoArima,0.019845179,0.027815789,0.015705271,0.144537797,5.197600901
X566,29246,37009,26124,30428,26378.54362,35208.01741,27067.96568,38867.98356,566,SVD:AutoArima,0.103100401,0.049876958,0.035492792,0.243592287,10.80156096
X567,24852,32553,23633,32879,25180.63549,31913.86804,22768.09906,33252.74231,567,SVD:AutoArima,0.013136845,0.019828231,0.03727933,0.011302963,2.038684206
X568,28753,33531,29271,31374,26314.01075,34920.20363,26169.81614,35280.49805,568,SVD:AutoArima,0.088582591,0.040589604,0.111873673,0.117216337,8.956555124
X569,26499,27318,24607,23373,22555.53338,28745.17738,22267.47267,29274.7577,569,SVD:AutoArima,0.160778886,0.050913182,0.099820956,0.224197875,13.39277248
X570,20027,26098,18319,24020,18847.87377,25126.31403,18779.40683,27323.36865,570,SVD:AutoArima,0.06066264,0.037938467,0.024820841,0.128677519,6.302486668
X572,36956,44491,32218,40244,35284.54002,45496.15462,34926.40292,46766.85533,572,SVD:AutoArima,0.046274847,0.022339958,0.080673974,0.14993199,7.480519229
X574,47423,63814,47719,59919,46682.54537,60941.94616,42757.6159,62978.07536,574,SVD:AutoArima,0.015736684,0.046042757,0.109672185,0.04978272,5.530858669
X576,34418,47444,29138,39951,31260.49689,44447.47951,29417.82732,49193.25612,576,SVD:AutoArima,0.096150285,0.06521868,0.009557625,0.207355056,9.457041161
X577,26844,34318,24924,27936,24437.5402,27264.05238,21584.22351,34106.39072,577,SVD:AutoArima,0.093852868,0.229091021,0.143620901,0.198908864,16.63684133
X578,67448,79549,68182,75517,53015.15114,66225.49534,49465.89738,76457.35367,578,SVD:AutoArima,0.239622635,0.182796101,0.318171477,0.012375163,18.82413438
X579,40732,53124,37679,45458,37975.02833,49229.97568,34746.44587,53226.92021,579,SVD:AutoArima,0.070056556,0.076089361,0.080981321,0.157448984,9.614405551
X580,57271,63578,52231,50890,48770.96403,57227.26477,47230.68441,60539.90794,580,SVD:AutoArima,0.160314571,0.105140041,0.100547575,0.173201398,13.48008962
X581,23681,36837,22905,35039,24509.92883,30256.2002,21511.36922,35508.70026,581,SVD:AutoArima,0.034401862,0.196168905,0.062753026,0.013315821,7.665990315
X582,30467,40929,31253,38866,35427.7385,42707.2416,31832.46505,40224.19085,582,SVD:AutoArima,0.150565542,0.042523231,0.018370794,0.034345368,6.145123366
X583,22413,28337,20180,26511,20742.36877,25774.56767,20246.16994,28945.65226,583,SVD:AutoArima,0.077424028,0.094709225,0.003273619,0.087803795,6.580266672
X584,25774,32219,26003,30328,27134.19028,34114.14474,23326.12757,32508.5585,584,SVD:AutoArima,0.051417003,0.057140205,0.108531108,0.069404135,7.162311261
X585,25829,35630,23101,30393,20574.21816,27512.40229,19287.5238,36251.14883,585,SVD:AutoArima,0.226483509,0.257120332,0.179929654,0.175803846,20.9834335
X586,84383,96502,76286,88658,78580.5848,96950.7346,77462.73408,95883.33407,586,SVD:AutoArima,0.071211188,0.004639217,0.015307236,0.078305861,4.236587549
X588,34411,43220,32254,37161,31603.08262,38695.28365,31406.3886,43098.82584,588,SVD:AutoArima,0.085070254,0.110473068,0.026629162,0.147965082,9.253439133
X589,30164,33860,24802,35251,26254.23696,34116.56307,24276.5463,35753.89385,589,SVD:AutoArima,0.138599263,0.007548574,0.021412765,0.014165048,4.543141267
X590,27845,34560,28777,31036,26455.9229,33581.71477,25565.43242,35528.61914,590,SVD:AutoArima,0.051162191,0.028713255,0.118197417,0.134985198,8.326451542
X591,31282,37733,31348,37867,29454.5744,37322.96622,26802.53878,35663.9626,591,SVD:AutoArima,0.060175458,0.010926081,0.156334277,0.059921353,7.183929243
X592,23390,27069,19502,24912,22838.35039,28025.53863,22364.47057,29747.80249,592,SVD:AutoArima,0.02386629,0.034723537,0.136742865,0.176941821,9.306862831
X593,55577,66213,50936,56075,46057.67156,55508.82039,43497.94016,64515.14217,593,SVD:AutoArima,0.18732443,0.175879388,0.157529376,0.139980632,16.51784564
X594,24594,27726,22463,24585,22227.3126,27252.44934,20116.13845,29380.88461,594,SVD:AutoArima,0.101094449,0.017226774,0.110235276,0.177737645,10.1573536
X595,83782,93451,66842,81036,74623.44825,98297.52211,66010.91017,99094.25857,595,SVD:AutoArima,0.115634302,0.050550816,0.012511428,0.200502222,9.479969218
X596,26805,33372,27411,29747,22808.16625,27880.9951,23704.74764,32191.06916,596,SVD:AutoArima,0.161119882,0.179289352,0.145014111,0.078919772,14.10857795
X597,28128,33651,28984,32870,27630.16655,32212.21154,24627.09749,31354.44021,597,SVD:AutoArima,0.01785688,0.043690201,0.162537337,0.047195734,6.782003787
X599,55241,66397,49073,53858,49049.10391,61696.49575,48870.80268,62724.42472,599,SVD:AutoArima,0.118743694,0.073391771,0.004128844,0.152105684,8.709249808
X600,38924,51080,34994,48666,35107.8615,45407.64228,34270.99249,53826.1617,600,SVD:AutoArima,0.10309449,0.117576875,0.020876564,0.100693782,8.556042762
X601,25238,32754,25636,28735,24118.13187,30968.11135,23327.63103,32636.95527,601,SVD:AutoArima,0.045379088,0.0560524,0.094289125,0.1271576,8.071955346
X602,34009,43219,34829,37764,33301.76932,40357.49713,29965.29761,40875.58219,602,SVD:AutoArima,0.021013894,0.068476258,0.150127482,0.079135268,7.968822536
X603,34644,47580,35573,45268,36957.53229,48477.16659,37218.38684,49917.39337,603,SVD:AutoArima,0.064622424,0.018679847,0.045208284,0.09769132,5.655046878
X605,37861,53382,37985,47423,36391.36357,49258.75822,34630.10459,47954.78744,605,SVD:AutoArima,0.039584906,0.080343167,0.092402137,0.01115118,5.587034748
X606,30768,37993,27998,33929,28060.03039,35626.85392,26479.88642,37414.90496,606,SVD:AutoArima,0.092063922,0.064280108,0.055733204,0.097721171,7.744960128
X607,17203,27071,15780,25465,17354.25034,21445.69889,17707.2038,26302.45123,607,SVD:AutoArima,0.00875361,0.231891338,0.115100909,0.032354354,9.702505276
X608,45868,64129,45278,64747,47222.00867,60935.38545,45997.95791,66492.1582,608,SVD:AutoArima,0.029090311,0.051071527,0.015775412,0.026595084,3.063308339
