,WeekAct:2015-07-05,WeekAct:2015-07-12,WeekAct:2015-07-19,WeekAct:2015-07-26,WeekPred:2015-07-05,WeekPred:2015-07-12,WeekPred:2015-07-19,WeekPred:2015-07-26,Stores,Type
X999,47471,64022,40376,59430,11773,7983,17877,5821,999,ICA
X1001,30973,38298,25991,37422,8214,5808,11744,4927,1001,ICA
X1002,38160,48452,33262,36482,8031,6298,11105,5559,1002,ICA
X1003,29649,40927,31281,46344,12243,7553,17599,6604,1003,ICA
X1005,34256,39400,31373,35256,4669,3083,7098,2251,1005,ICA
X1006,37007,43925,34587,45041,8909,7525,12329,6471,1006,ICA
X1007,37275,52012,34127,47748,8421,6907,12224,5427,1007,ICA
X1008,28900,40983,28246,35150,6843,5096,9953,4087,1008,ICA
X1010,48891,62381,47965,65249,11328,9368,16197,7591,1010,ICA
X1011,34782,47373,35342,45855,8141,5116,12253,3897,1011,ICA
X1013,17584,22855,16057,23883,4358,2556,6556,1982,1013,ICA
X1014,48480,69716,46860,68881,13713,8869,20646,6705,1014,ICA
X1015,32273,42497,32928,40252,6511,5139,9506,4024,1015,ICA
X1016,28512,39334,24203,35091,9348,6363,13565,5265,1016,ICA
X1017,35714,39533,33226,36631,7396,5320,10726,4339,1017,ICA
X1018,59458,78173,55502,64540,10492,8436,15849,6044,1018,ICA
X1020,46340,57415,46783,46873,8871,5757,12814,4889,1020,ICA
X1021,54470,63372,52671,49109,6336,4072,9078,3543,1021,ICA
X1022,36099,48743,32334,42120,11008,8245,15612,7001,1022,ICA
X1023,30264,40091,28375,34240,8306,6722,12089,5268,1023,ICA
X1024,32258,39770,30239,37435,5263,3857,8079,2684,1024,ICA
X1025,41265,49914,42178,41756,6021,3389,8997,2716,1025,ICA
X1026,45217,63015,41860,55774,12060,7559,18110,5803,1026,ICA
X1028,23486,34901,22454,33218,8876,6712,12468,5803,1028,ICA
X1029,30052,33094,27247,29611,6180,4029,8859,3485,1029,ICA
X1030,18843,24231,17049,24320,4277,2806,6592,1962,1030,ICA
X1031,23536,32947,23442,30350,6852,4150,10076,3424,1031,ICA
X1032,48217,58681,45536,58042,9042,5800,13866,4141,1032,ICA
X1033,75945,97199,68125,82599,13344,8152,20074,6261,1033,ICA
X1034,34497,42132,28617,40883,8681,5972,12899,4625,1034,ICA
X1035,25160,32771,21604,31643,5909,3728,9011,2721,1035,ICA
X1036,28297,33495,24270,28654,5646,4464,7916,3819,1036,ICA
X1037,33049,40803,31735,37919,6369,4817,9750,3362,1037,ICA
X1039,44470,52628,38915,45921,9031,8564,12696,6909,1039,ICA
X1040,43430,57606,39153,50774,10867,7552,15802,6178,1040,ICA
X1042,22180,23899,18752,25292,4352,2982,6342,2436,1042,ICA
X1043,47163,52948,38887,49395,9752,8049,14395,6077,1043,ICA
X1044,29049,36819,29330,39407,6262,4117,9645,2885,1044,ICA
X1045,58476,68617,63558,67231,1784,4447,3208,2281,1045,ICA
X1046,47480,64125,44022,57921,11501,9192,16576,7388,1046,ICA
X1047,23928,32743,22559,31299,6080,3817,8923,3136,1047,ICA
X1048,36683,50640,36901,48804,10102,8305,14285,6899,1048,ICA
X1050,38364,46108,37196,44691,7761,5934,11646,4369,1050,ICA
X1051,39119,52548,42278,53476,9695,7284,13666,6263,1051,ICA
X1052,35811,45944,34269,44948,7665,5180,11402,4016,1052,ICA
X1053,42226,53409,39584,51238,10864,7034,16208,5466,1053,ICA
X1054,32336,44813,30906,39001,6873,5346,10032,4203,1054,ICA
X1055,39272,52766,35326,45112,7481,5010,11542,3481,1055,ICA
X1057,35935,41108,28798,34213,5030,4146,7625,2931,1057,ICA
X1058,36760,45476,33613,43552,9177,6480,13117,5505,1058,ICA
X1059,47346,60200,42580,52880,9097,6915,13224,5524,1059,ICA
X1060,38377,47102,33974,45196,8085,5778,11736,4711,1060,ICA
X1061,43904,56839,44260,50432,10776,9840,14340,8831,1061,ICA
X1062,31140,43557,30773,40611,7988,4823,12118,3615,1062,ICA
X1063,22949,31504,20922,25893,5705,4459,8043,3785,1063,ICA
X1064,52831,62584,47884,55227,10414,7632,14796,6498,1064,ICA
X1066,51544,58021,47280,50915,7622,4829,11365,3778,1066,ICA
X1068,23875,30476,23269,29602,5382,4561,7546,3821,1068,ICA
X1069,33213,42082,29783,41784,7804,5552,11527,4334,1069,ICA
X1070,37871,47930,36977,47679,7952,5998,11723,4639,1070,ICA
X1071,33450,42763,30097,33844,5598,3958,8304,3060,1071,ICA
X1072,37022,47430,34978,43505,7967,5437,11403,4652,1072,ICA
X1073,51183,63275,45542,38709,9897,8039,13304,7392,1073,ICA
X1074,25146,34225,26154,34220,7033,5260,10197,4247,1074,ICA
X1075,68854,74640,64588,57918,5356,3090,8034,2430,1075,ICA
X1076,21282,24752,19145,20843,5727,4823,7593,4483,1076,ICA
X1077,22295,28906,20747,26968,5311,3369,7794,2760,1077,ICA
X1078,36617,54727,36052,53168,13087,10699,17940,9469,1078,ICA
X1079,41572,61303,43052,52791,11528,7757,17134,6036,1079,ICA
X1081,41669,51524,37493,44549,18159,21714,21362,20686,1081,ICA
X1082,35616,42517,32385,41664,6939,5647,10553,3967,1082,ICA
X1083,31008,38444,31745,33865,7715,7266,10115,6602,1083,ICA
X1084,33252,40751,33694,37091,4643,2926,7045,2171,1084,ICA
X1085,37313,49209,35676,42527,8394,5729,12405,4513,1085,ICA
X1086,27244,42076,27460,42102,21850,17859,28633,17120,1086,ICA
X1087,34518,44278,34659,39232,6425,4630,9298,3794,1087,ICA
X1088,23500,30613,23163,30615,7587,5379,10776,4632,1088,ICA
X1089,55921,67785,50349,59089,10271,7140,15020,5756,1089,ICA
X1090,34305,43398,32329,40950,8185,6085,12052,4736,1090,ICA
X1091,46858,63582,42925,51173,9452,7244,13927,5588,1091,ICA
X1093,49783,55286,42028,51199,6734,5629,10243,3934,1093,ICA
X1095,25803,29725,23357,26786,5394,4043,7972,3111,1095,ICA
X1096,30555,36657,28552,36025,9499,8446,12595,7696,1096,ICA
X1097,72908,77682,71420,66226,8920,8346,11329,7968,1097,ICA
X1098,28696,33114,25542,30557,5605,3874,8285,3040,1098,ICA
X1099,54333,60476,59643,59130,5587,5723,7912,4467,1099,ICA
X1100,24462,34983,21630,32264,9336,6024,13653,4960,1100,ICA
X1101,53599,73064,48922,62404,11888,8647,17313,6959,1101,ICA
X1103,29001,39430,29545,39534,9387,8067,12560,7329,1103,ICA
X1105,25663,33875,24139,32970,10050,8816,13438,7959,1105,ICA
X1106,26661,35358,26137,30076,4617,3747,6787,2867,1106,ICA
X1108,30886,40719,25466,39019,9439,6330,13792,5165,1108,ICA
X1110,21612,30371,21359,27300,7367,5362,10414,4628,1110,ICA
X1111,21661,32356,22481,30428,6696,4121,9780,3452,1111,ICA
X1112,41215,60310,39535,52423,21688,15154,29621,14289,1112,ICA
X1113,37344,46531,33330,35470,4725,4090,7257,2773,1113,ICA
X1114,126283,149149,126927,129981,12503,11133,18416,8306,1114,ICA
X1115,36233,45927,35362,43551,10778,9487,14509,8458,1115,ICA
